AB 名称,AB文件大小,统计的AB内存Kb(估算),冗余内存 Kb(估算),依赖AB数,冗余资源数,   网格数,   材质球,    贴图数,着色器, 图集数,动作文件,音效
skill_kokoro_pose,0,35249,0,0,0,0,0,1,0,1,0,0
skill_kokoro_pose_gray,0,35249,0,0,0,0,0,1,0,1,0,0
skill_kokoro_uniqueskills,0,35249,0,0,0,0,0,1,0,1,0,0
skill_leifang_minskill,0,35249,0,0,0,0,0,1,0,1,0,0
skill_leifang_pose,0,35249,0,0,0,0,0,1,0,1,0,0
skill_leifang_pose_gray,0,51633,0,0,0,0,0,1,0,1,0,0
skill_leifang_uniqueskills,0,35249,0,0,0,0,0,1,0,1,0,0
skill_leon_minskill,0,51633,0,0,0,0,0,1,0,1,0,0
skill_leon_pose,0,51633,0,0,0,0,0,1,0,1,0,0
skill_leon_pose_gray,0,51633,0,0,0,0,0,1,0,1,0,0
skill_leon_uniqueskills,0,51633,0,0,0,0,0,1,0,1,0,0
skill_marierose_minskill,0,51633,0,0,0,0,0,1,0,1,0,0
skill_marierose_pose,0,51633,0,0,0,0,0,1,0,1,0,0
skill_marierose_pose_gray,0,51633,0,0,0,0,0,1,0,1,0,0
skill_marierose_uniqueskills,0,51633,0,0,0,0,0,1,0,1,0,0
skill_mariposa_minskill,0,51633,0,0,0,0,0,1,0,1,0,0
skill_mariposa_pose,0,51633,0,0,0,0,0,1,0,1,0,0
skill_mariposa_pose_gray,0,51633,0,0,0,0,0,1,0,1,0,0
skill_mariposa_uniqueskills,0,51633,0,0,0,0,0,1,0,1,0,0
skill_mariposab_minskill,0,199097,0,0,0,0,0,1,0,1,0,0
skill_mariposab_pose,0,199097,0,0,0,0,0,1,0,1,0,0
skill_mariposab_pose_gray,0,199097,0,0,0,0,0,1,0,1,0,0
skill_mariposab_uniqueskills,0,199097,0,0,0,0,0,1,0,1,0,0
skill_mila_minskill,0,51633,0,0,0,0,0,1,0,1,0,0
skill_mila_pose,0,51633,0,0,0,0,0,1,0,1,0,0
skill_mila_pose_gray,0,35249,0,0,0,0,0,1,0,1,0,0
skill_mila_uniqueskills,0,51633,0,0,0,0,0,1,0,1,0,0
skill_minskill_rate_01,0,35861,0,0,0,0,0,1,0,1,0,0
skill_momiji_minskill,0,51633,0,0,0,0,0,1,0,1,0,0
skill_momiji_pose,0,51633,0,0,0,0,0,1,0,1,0,0
skill_momiji_pose_gray,0,51633,0,0,0,0,0,1,0,1,0,0
skill_momiji_uniqueskills,0,51633,0,0,0,0,0,1,0,1,0,0
skill_name_1001000,0,147579,0,0,0,0,0,1,0,1,0,0
skill_name_1002000,0,147501,0,0,0,0,0,1,0,1,0,0
skill_name_1003000,0,147373,0,0,0,0,0,1,0,1,0,0
skill_name_1004000,0,147255,0,0,0,0,0,1,0,1,0,0
skill_name_1005000,0,147245,0,0,0,0,0,1,0,1,0,0
skill_name_1006000,0,147167,0,0,0,0,0,1,0,1,0,0
skill_name_1007000,0,147255,0,0,0,0,0,1,0,1,0,0
skill_name_1008000,0,147551,0,0,0,0,0,1,0,1,0,0
skill_name_1009000,0,147255,0,0,0,0,0,1,0,1,0,0
skill_name_1010000,0,147543,0,0,0,0,0,1,0,1,0,0
skill_name_1011000,0,147373,0,0,0,0,0,1,0,1,0,0
skill_name_1012000,0,147229,0,0,0,0,0,1,0,1,0,0
skill_name_1013000,0,147777,0,0,0,0,0,1,0,1,0,0
skill_name_1014000,0,147059,0,0,0,0,0,1,0,1,0,0
skill_name_1015000,0,147243,0,0,0,0,0,1,0,1,0,0
skill_name_1016000,0,147177,0,0,0,0,0,1,0,1,0,0
skill_name_1017000,0,147545,0,0,0,0,0,1,0,1,0,0
skill_name_1018000,0,147525,0,0,0,0,0,1,0,1,0,0
skill_name_1019000,0,147229,0,0,0,0,0,1,0,1,0,0
skill_name_1020000,0,147535,0,0,0,0,0,1,0,1,0,0
skill_name_1021000,0,147059,0,0,0,0,0,1,0,1,0,0
skill_name_1022000,0,147281,0,0,0,0,0,1,0,1,0,0
skill_name_1023000,0,147137,0,0,0,0,0,1,0,1,0,0
skill_name_1024000,0,582965,0,0,0,0,0,1,0,1,0,0
skill_name_1025000,0,147299,0,0,0,0,0,1,0,1,0,0
skill_name_1026000,0,147509,0,0,0,0,0,1,0,1,0,0
skill_name_1027000,0,147425,0,0,0,0,0,1,0,1,0,0
skill_name_1028000,0,147569,0,0,0,0,0,1,0,1,0,0
skill_name_1029000,0,147281,0,0,0,0,0,1,0,1,0,0
skill_name_1030000,0,147255,0,0,0,0,0,1,0,1,0,0
skill_name_1031000,0,582889,0,0,0,0,0,1,0,1,0,0
skill_name_1035000,0,147285,0,0,0,0,0,1,0,1,0,0
skill_name_1036000,0,147219,0,0,0,0,0,1,0,1,0,0
skill_name_1037000,0,582839,0,0,0,0,0,1,0,1,0,0
skill_name_1041000,0,582853,0,0,0,0,0,1,0,1,0,0
skill_nyotengu_minskill,0,51633,0,0,0,0,0,1,0,1,0,0
skill_nyotengu_pose,0,51633,0,0,0,0,0,1,0,1,0,0
skill_nyotengu_pose_gray,0,35249,0,0,0,0,0,1,0,1,0,0
skill_nyotengu_uniqueskills,0,51633,0,0,0,0,0,1,0,1,0,0
skill_offset_block_01,0,59531,0,0,0,0,0,2,0,2,0,0
skill_offset_block_02,0,16044,0,0,0,0,0,1,0,1,0,0
skill_offset_crit_01,0,58395,0,0,0,0,0,2,0,2,0,0
skill_offset_crit_02,0,22788,0,0,0,0,0,1,0,1,0,0
skill_phase4_minskill,0,51633,0,0,0,0,0,1,0,1,0,0
skill_phase4_pose,0,51633,0,0,0,0,0,1,0,1,0,0
skill_phase4_pose_gray,0,51633,0,0,0,0,0,1,0,1,0,0
skill_phase4_uniqueskills,0,51633,0,0,0,0,0,1,0,1,0,0
skill_physique,0,51633,0,0,0,0,0,1,0,1,0,0
skill_picture_blue,0,4160,3016,0,1,0,1,0,1,0,0,0
skill_picture_gray,0,4160,3016,0,1,0,1,0,1,0,0,0
skill_picture_green,0,4160,3016,0,1,0,1,0,1,0,0,0
skill_picture_purple,0,4160,3016,0,1,0,1,0,1,0,0,0
skill_picture_red,0,4160,3016,0,1,0,1,0,1,0,0,0
skill_picture_wirte,0,4720,3016,1,1,0,1,0,1,0,0,0
skill_picture_yellow,0,4160,3016,0,1,0,1,0,1,0,0,0
skill_power,0,51633,0,0,0,0,0,1,0,1,0,0
skill_rachel_minskill,0,51633,0,0,0,0,0,1,0,1,0,0
skill_rachel_pose,0,51633,0,0,0,0,0,1,0,1,0,0
skill_rachel_pose_gray,0,51633,0,0,0,0,0,1,0,1,0,0
skill_rachel_uniqueskills,0,51633,0,0,0,0,0,1,0,1,0,0
skill_rachelb_minskill,0,1051057,1049091,0,1,0,0,1,0,1,0,0
skill_rachelb_pose,0,1051057,1049091,0,1,0,0,1,0,1,0,0
skill_rachelb_pose_gray,0,1051057,1049091,0,1,0,0,1,0,1,0,0
skill_rachelb_uniqueskills,0,1051057,1049091,0,1,0,0,1,0,1,0,0
skill_raidou_minskill,0,35249,0,0,0,0,0,1,0,1,0,0
skill_raidou_pose,0,35249,0,0,0,0,0,1,0,1,0,0
skill_raidou_pose_gray,0,35249,0,0,0,0,0,1,0,1,0,0
skill_raidou_uniqueskills,0,35249,0,0,0,0,0,1,0,1,0,0
skill_reflect_hurt_rate_01,0,51543,0,0,0,0,0,2,0,2,0,0
skill_reflect_hurt_rate_02,0,15836,0,0,0,0,0,1,0,1,0,0
skill_rig_minskill,0,35249,0,0,0,0,0,1,0,1,0,0
skill_rig_pose,0,35249,0,0,0,0,0,1,0,1,0,0
skill_rig_pose_gray,0,35249,0,0,0,0,0,1,0,1,0,0
skill_rig_uniqueskills,0,51633,0,0,0,0,0,1,0,1,0,0
skill_tina_minskill,0,51633,0,0,0,0,0,1,0,1,0,0
skill_tina_pose,0,51633,0,0,0,0,0,1,0,1,0,0
skill_tina_pose_gray,0,51633,0,0,0,0,0,1,0,1,0,0
skill_tina_uniqueskills,0,51633,0,0,0,0,0,1,0,1,0,0
skill_uni_enchance_01,0,52487,0,0,0,0,0,1,0,1,0,0
skill_wisdom,0,51633,0,0,0,0,0,1,0,1,0,0
skill_zack_minskill,0,51633,0,0,0,0,0,1,0,1,0,0
skill_zack_pose,0,51633,0,0,0,0,0,1,0,1,0,0
skill_zack_pose_gray,0,51633,0,0,0,0,0,1,0,1,0,0
skill_zack_uniqueskills,0,51633,0,0,0,0,0,1,0,1,0,0
skill_zap,0,51633,0,0,0,0,0,1,0,1,0,0
skillconnectline,0,240753,173560,0,2,0,1,1,2,0,0,0
skillpoint_4170001,0,9732,0,0,0,0,0,1,0,1,0,0
slidecontainerprefab,0,33666,0,0,0,0,0,0,0,0,1,0
society_4120001,0,22788,0,0,0,0,0,1,0,1,0,0
society_box1_4031001,0,31646,0,0,0,0,0,1,0,1,0,0
soldiers_bubble_in,0,8214,0,0,0,0,0,0,0,0,1,0
soldiers_bubble_out,0,8654,0,0,0,0,0,0,0,0,1,0
speak_1,0,259185,0,0,0,0,0,1,0,1,0,0
speak_2,0,259185,0,0,0,0,0,1,0,1,0,0
speak_3,0,173505,0,0,0,0,0,1,0,1,0,0
speak_4,0,259133,0,0,0,0,0,1,0,1,0,0
speak_7,0,259185,0,0,0,0,0,1,0,1,0,0
stage_cheer_mp3,0,69823,0,0,0,0,0,0,0,0,0,1
star_xiang_01,0,226035,226035,0,6,2,1,0,3,0,0,0
star_xiang_02,0,285755,285755,0,6,2,1,0,3,0,0,0
star_xiang_03,0,285755,285755,0,6,2,1,0,3,0,0,0
starlevel_debris_bg,0,200563,0,0,0,0,0,1,0,1,0,0
starlevel_star_popup_bg,0,568693,0,0,0,0,0,1,0,1,0,0
starstone_atk_1,0,31672,0,0,0,0,0,1,0,1,0,0
starstone_atk_2,0,31755,0,0,0,0,0,1,0,1,0,0
starstone_atk_3,0,31755,0,0,0,0,0,1,0,1,0,0
starstone_atk_4,0,31755,0,0,0,0,0,1,0,1,0,0
starstone_atk_5,0,31755,0,0,0,0,0,1,0,1,0,0
starstone_atk_6,0,31755,0,0,0,0,0,1,0,1,0,0
starstone_atk_per_1,0,31698,0,0,0,0,0,1,0,1,0,0
starstone_atk_per_2,0,31698,0,0,0,0,0,1,0,1,0,0
starstone_atk_per_3,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_atk_per_4,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_atk_per_5,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_atk_per_6,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_block_1,0,31698,0,0,0,0,0,1,0,1,0,0
starstone_block_2,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_block_3,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_block_4,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_block_5,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_block_6,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_block_intensity_1,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_block_intensity_2,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_block_intensity_3,0,31698,0,0,0,0,0,1,0,1,0,0
starstone_block_intensity_4,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_block_intensity_5,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_block_intensity_6,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_crit_1,0,31698,0,0,0,0,0,1,0,1,0,0
starstone_crit_2,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_crit_3,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_crit_4,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_crit_5,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_crit_6,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_crit_intensity_1,0,31698,0,0,0,0,0,1,0,1,0,0
starstone_crit_intensity_2,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_crit_intensity_3,0,31698,0,0,0,0,0,1,0,1,0,0
starstone_crit_intensity_4,0,31698,0,0,0,0,0,1,0,1,0,0
starstone_crit_intensity_5,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_crit_intensity_6,0,31698,0,0,0,0,0,1,0,1,0,0
starstone_def_1,0,31755,0,0,0,0,0,1,0,1,0,0
starstone_def_2,0,31672,0,0,0,0,0,1,0,1,0,0
starstone_def_3,0,31755,0,0,0,0,0,1,0,1,0,0
starstone_def_4,0,31755,0,0,0,0,0,1,0,1,0,0
starstone_def_5,0,31672,0,0,0,0,0,1,0,1,0,0
starstone_def_6,0,31755,0,0,0,0,0,1,0,1,0,0
starstone_def_per_1,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_def_per_2,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_def_per_3,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_def_per_4,0,31698,0,0,0,0,0,1,0,1,0,0
starstone_def_per_5,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_def_per_6,0,31698,0,0,0,0,0,1,0,1,0,0
starstone_hp_1,0,31755,0,0,0,0,0,1,0,1,0,0
starstone_hp_2,0,31672,0,0,0,0,0,1,0,1,0,0
starstone_hp_3,0,31755,0,0,0,0,0,1,0,1,0,0
starstone_hp_4,0,31672,0,0,0,0,0,1,0,1,0,0
starstone_hp_5,0,31755,0,0,0,0,0,1,0,1,0,0
starstone_hp_6,0,31755,0,0,0,0,0,1,0,1,0,0
starstone_hp_per_1,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_hp_per_2,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_hp_per_3,0,31698,0,0,0,0,0,1,0,1,0,0
starstone_hp_per_4,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_hp_per_5,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_hp_per_6,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_locked_mp3,0,43135,0,0,0,0,0,0,0,0,0,1
starstone_offest_block_1,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_offest_block_2,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_offest_block_3,0,31698,0,0,0,0,0,1,0,1,0,0
starstone_offest_block_4,0,31698,0,0,0,0,0,1,0,1,0,0
starstone_offest_block_5,0,31698,0,0,0,0,0,1,0,1,0,0
starstone_offest_block_6,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_offest_crit_1,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_offest_crit_2,0,31698,0,0,0,0,0,1,0,1,0,0
starstone_offest_crit_3,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_offest_crit_4,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_offest_crit_5,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_offest_crit_6,0,31781,0,0,0,0,0,1,0,1,0,0
starstone_read_letter_mp3,0,52255,0,0,0,0,0,0,0,0,0,1
starstone_requried_mp3,0,38191,0,0,0,0,0,0,0,0,0,1
starstone_resolve_mp3,0,42239,0,0,0,0,0,0,0,0,0,1
starstonetask12,0,616539,0,0,0,0,0,1,0,1,0,0
starstonetask15,0,1144181,0,0,0,0,0,1,0,1,0,0
starstonetask15_01,0,887041,0,0,0,0,0,1,0,1,0,0
starstonetask31,0,77453,0,0,0,0,0,1,0,1,0,0
str_kcz,0,46165,46165,0,7,1,3,0,1,0,1,0
str_kq,0,5304,5304,0,3,0,2,0,1,0,0,0
stronger_icon_1,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_10,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_11,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_12,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_13,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_14,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_15,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_16,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_17,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_18,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_19,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_2,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_20,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_21,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_22,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_23,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_24,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_25,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_26,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_27,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_28,0,112381,0,0,0,0,0,1,0,1,0,0
stronger_icon_29,0,112381,0,0,0,0,0,1,0,1,0,0
stronger_icon_3,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_30,0,112381,0,0,0,0,0,1,0,1,0,0
stronger_icon_4,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_5,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_6,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_7,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_8,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_icon_9,0,29346,0,0,0,0,0,1,0,1,0,0
stronger_sx,0,1284503,0,0,0,0,0,1,0,1,0,0
supply01,0,628525,0,0,0,0,0,1,0,1,0,0
supply02,0,420113,0,0,0,0,0,1,0,1,0,0
swimming_pool_b_victory,0,6128,0,0,0,0,0,0,0,0,1,0
swimming_pool_fallwater,0,6348,0,0,0,0,0,0,0,0,1,0
swimming_pool_fallwatervictory,0,6260,0,0,0,0,0,0,0,0,1,0
swimming_pool_jump_opening,0,6368,0,0,0,0,0,0,0,0,1,0
swimming_pool_opening,0,6700,0,0,0,0,0,0,0,0,1,0
swimming_pool_opening_1,0,6128,0,0,0,0,0,0,0,0,1,0
swimming_pool_opening_2,0,6128,0,0,0,0,0,0,0,0,1,0
swimming_pool_opening_3,0,6416,0,0,0,0,0,0,0,0,1,0
swimming_pool_s_victory,0,6128,0,0,0,0,0,0,0,0,1,0
swimming_pool_settlement,0,6432,0,0,0,0,0,0,0,0,1,0
swimming_pool_settlement2,0,6432,0,0,0,0,0,0,0,0,1,0
swimming_pool_stand_lose,0,6450,0,0,0,0,0,0,0,0,1,0
swimming_pool_underwater_lose,0,6450,0,0,0,0,0,0,0,0,1,0
t_uiloading6prefab_duizhan_beijing3,0,788083,0,0,0,0,0,1,0,1,0,0
take 001,0,652148,0,0,0,0,0,0,0,0,66,0
talent_4110001,0,22840,0,0,0,0,0,1,0,1,0,0
talk2_1,0,1250179,0,0,0,0,0,1,0,1,0,0
talk2_2,0,1250205,0,0,0,0,0,1,0,1,0,0
talk2_3,0,1250205,0,0,0,0,0,1,0,1,0,0
talk2_4,0,1250231,0,0,0,0,0,1,0,1,0,0
talk2_5,0,1250205,0,0,0,0,0,1,0,1,0,0
tgs_system_fight_mp3,0,53087,0,0,0,0,0,0,0,0,0,1
tgs_system_getready_mp3,0,54079,0,0,0,0,0,0,0,0,0,1
tgs_system_ko_mp3,0,54431,0,0,0,0,0,0,0,0,0,1
tgs_system_timeup_mp3,0,55359,0,0,0,0,0,0,0,0,0,1
tgs_system_winner_mp3,0,54847,0,0,0,0,0,0,0,0,0,1
tgs_system_youlose_mp3,0,55071,0,0,0,0,0,0,0,0,0,1
three_birds_animation,0,73796,0,0,0,0,0,0,0,0,1,0
tilthit,0,92595,0,0,0,0,0,0,0,0,1,0
timelimited_gift_frame,0,1588387,0,0,0,0,0,1,0,1,0,0
tin_battle_attack_ha_mp3,0,35455,0,0,0,0,0,0,0,0,0,1
tin_battle_attack_ya_mp3,0,36383,0,0,0,0,0,0,0,0,0,1
tin_battle_entry_mp3,0,47807,0,0,0,0,0,0,0,0,0,1
tin_battle_hold_sokone_mp3,0,38687,0,0,0,0,0,0,0,0,0,1
tin_battle_lose_mp3,0,41599,0,0,0,0,0,0,0,0,0,1
tin_battle_minskill_fu_mp3,0,35455,0,0,0,0,0,0,0,0,0,1
tin_battle_minskill_ha_mp3,0,36831,0,0,0,0,0,0,0,0,0,1
tin_battle_pose_mua_mp3,0,40639,0,0,0,0,0,0,0,0,0,1
tin_battle_uni_giantswing_mp3,0,39679,0,0,0,0,0,0,0,0,0,1
tin_battle_uni_hai_mp3,0,35487,0,0,0,0,0,0,0,0,0,1
tin_battle_win_mp3,0,47839,0,0,0,0,0,0,0,0,0,1
tin_nor_mp3,0,38207,0,0,0,0,0,0,0,0,0,1
tin_random01_mp3,0,46175,0,0,0,0,0,0,0,0,0,1
tin_random03_mp3,0,40799,0,0,0,0,0,0,0,0,0,1
tina_gacha_show,0,23748,0,0,0,0,0,0,0,0,1,0
tina_pose,0,6666,0,0,0,0,0,0,0,0,1,0
tina_uniqueskills,0,8904,0,0,0,0,0,0,0,0,1,0
tina_victory,0,6354,0,0,0,0,0,0,0,0,1,0
tipbox_in,0,5872,0,0,0,0,0,0,0,0,1,0
tipbox_out,0,5872,0,0,0,0,0,0,0,0,1,0
title_dz,0,64155,0,0,0,0,0,1,0,1,0,0
title_get_l_mp3,0,43423,0,0,0,0,0,0,0,0,0,1
title_jsjl,0,54717,0,0,0,0,0,1,0,1,0,0
title_jxcg,0,39299,0,0,0,0,0,1,0,1,0,0
title_sltg,0,192557,0,0,0,0,0,1,0,1,0,0
title_sltg_bai,0,192751,0,0,0,0,0,1,0,1,0,0
title_tgjl,0,57863,0,0,0,0,0,1,0,1,0,0
title_zdsj,0,260063,0,0,0,0,0,1,0,1,0,0
train_bg,0,1313939,0,0,0,0,0,2,0,2,0,0
treasure_map_1,0,489331,0,0,0,0,0,1,0,1,0,0
treasure_map_2,0,489331,0,0,0,0,0,1,0,1,0,0
treasure_map_3,0,489331,0,0,0,0,0,1,0,1,0,0
treasure_map_4,0,489331,0,0,0,0,0,1,0,1,0,0
treasure_map_5,0,489331,0,0,0,0,0,1,0,1,0,0
treasury_frame,0,1026991,0,0,0,0,0,1,0,1,0,0
treasury_turntable,0,409589,0,0,0,0,0,1,0,1,0,0
trial_4070001,0,15784,0,0,0,0,0,1,0,1,0,0
trial_frame_0,0,203187,0,0,0,0,0,1,0,1,0,0
trial_frame_blue,0,213633,0,0,0,0,0,1,0,1,0,0
trial_frame_green,0,213633,0,0,0,0,0,1,0,1,0,0
trial_frame_purple,0,213633,0,0,0,0,0,1,0,1,0,0
trialprize,0,476053,476053,0,22,10,5,0,4,0,2,0
ui2048gameprefab,0,331540,281649,67,20,0,10,4,3,3,2,0
ui2048gamerankingprefab,0,229669,229669,2,4,0,1,1,1,0,0,0
ui2048ruleprefab,0,0,0,1,0,0,0,0,0,0,0,0
ui_075,0,34419,0,0,0,0,0,1,0,1,0,0
ui_075a,0,50803,0,0,0,0,0,1,0,1,0,0
ui_075b,0,50803,0,0,0,0,0,1,0,1,0,0
ui_075c,0,50803,0,0,0,0,0,1,0,1,0,0
ui_075d,0,50803,0,0,0,0,0,1,0,1,0,0
ui_artistictext_ko,0,151213,0,0,0,0,0,1,0,1,0,0
ui_artistictext_lose,0,828423,0,0,0,0,0,1,0,1,0,0
ui_artistictext_over,0,211093,0,0,0,0,0,1,0,1,0,0
ui_artistictext_stratfight,0,81219,0,0,0,0,0,1,0,1,0,0
ui_artistictext_stratfight_01,0,151135,0,0,0,0,0,1,0,1,0,0
ui_artistictext_stratfight_02,0,151057,0,0,0,0,0,1,0,1,0,0
ui_artistictext_time,0,206041,0,0,0,0,0,1,0,1,0,0
ui_artistictext_tzjs,0,192427,0,0,0,0,0,1,0,1,0,0
ui_artistictext_tzjs2,0,192505,0,0,0,0,0,1,0,1,0,0
ui_artistictext_wave_01,0,192193,0,0,0,0,0,1,0,1,0,0
ui_artistictext_wave_02,0,192797,0,0,0,0,0,1,0,1,0,0
ui_artistictext_wave_03,0,192339,0,0,0,0,0,1,0,1,0,0
ui_artistictext_winner,0,263269,0,0,0,0,0,1,0,1,0,0
ui_artistictext_winner_color,0,220525,0,0,0,0,0,1,0,1,0,0
ui_artistictext_wmtg,0,194281,0,0,0,0,0,1,0,1,0,0
ui_artistictext_zdjs,0,199963,0,0,0,0,0,1,0,1,0,0
ui_artistictext_zdjs_bai,0,193911,0,0,0,0,0,1,0,1,0,0
ui_msjh,0,487540,0,0,0,0,0,1,0,1,0,0
ui_skill_01,0,466491,273238,1,20,22,13,0,6,0,12,0
ui_sxcg,0,114905,0,0,0,0,0,1,0,1,0,0
ui_sxcg_bg,0,2655565,0,0,0,0,0,1,0,1,0,0
uiachievementitemawardprefab,0,229669,229669,0,4,0,1,1,1,0,0,0
uiachievementitemcell,0,229669,229669,1,4,0,1,1,1,0,0,0
uiachievementtabbig,0,0,0,2,0,0,0,0,0,0,0,0
uiachievementtabsub,0,0,0,2,0,0,0,0,0,0,0,0
uiachievementview,0,229669,229669,8,4,0,1,1,1,0,0,0
uiacquiregoodsprefab,0,640054,640054,1,55,4,29,4,8,3,3,0
uiacquiretitleprefab,0,266760,266760,1,24,2,12,0,6,0,2,0
uiactivityfinishprefab,0,348681,348681,1,28,3,12,0,5,0,5,0
uiadvertisementprefab,0,0,0,0,0,0,0,0,0,0,0,0
uialbumbreakthrough,0,435425,402635,1,46,4,26,2,4,1,7,0
uialbumitem,0,0,0,0,0,0,0,0,0,0,0,0
uialbummodulehero,0,12524,12524,2,3,1,1,0,1,0,0,0
uialbummoduleheroitemcell,0,0,0,1,0,0,0,0,0,0,0,0
uialbummoduleview,0,22791,0,1,0,0,0,0,0,0,1,0
uialbumview,0,65134,41217,1,8,0,5,0,1,0,3,0
uiarenaawarditem,0,43237,43237,1,9,1,4,0,2,0,1,0
uiarenaawardpopupprefab,0,52599,25701,1,3,0,1,0,1,0,2,0
uiarenaawardprefab,0,26406,26406,3,5,1,1,1,1,1,0,0
uiarenabattlelog,0,234173,234173,2,6,0,2,1,2,0,0,0
uiarenabattlelogprefab,0,12524,12524,3,3,1,1,0,1,0,0,0
uiarenabubbleprefab,0,0,0,1,0,0,0,0,0,0,0,0
uiarenaintegralitem,0,80005,80005,2,12,1,5,1,2,1,1,0
uiarenaintegralprefab,0,242193,242193,3,7,1,2,1,2,0,0,0
uiarenapopup1prefab,0,229669,229669,1,4,0,1,1,1,0,0,0
uiarenapopup2prefab,0,229669,229669,1,4,0,1,1,1,0,0,0
uiarenapopup3prefab,0,0,0,2,0,0,0,0,0,0,0,0
uiarenapopup4prefab,0,229669,229669,1,4,0,1,1,1,0,0,0
uiarenapopup5prefab,0,229669,229669,1,4,0,1,1,1,0,0,0
uiarenapopup6prefab,0,4704,4704,1,2,0,1,0,1,0,0,0
uiarenapopup7prefab,0,0,0,1,0,0,0,0,0,0,0,0
uiarenaprefab,0,325271,252646,1,6,0,1,1,1,0,4,0
uiarenarankingchildprefab,0,242193,242193,1,7,1,2,1,2,0,0,0
uiarenarankingprefab,0,229669,229669,3,4,0,1,1,1,0,0,0
uiarenarankitem,0,229669,229669,2,4,0,1,1,1,0,0,0
uiarenaruleprefab,0,13882,13882,2,2,0,0,1,0,1,0,0
uiarenaskipbattleview,0,0,0,1,0,0,0,0,0,0,0,0
uiarenatheirranksprefab,0,339780,298135,1,17,3,6,1,3,0,3,0
uiavgangryprefab,0,108133,76749,0,5,0,0,3,0,3,4,0
uiavgcloudprefab,0,103547,76749,0,5,0,0,3,0,3,4,0
uiavgheartprefab,0,97640,91843,0,7,0,0,2,0,2,4,0
uiavghoweverprefab,0,97883,76749,0,5,0,0,2,0,2,4,0
