动作名称,占用内存
M_machine_01_minskill,0,m_machine_01_minskill
M_machine_01_open,0,m_machine_01_open
M_machine_01_parallel,0,m_machine_01_parallel
M_machine_01_pose,0,m_machine_01_pose
M_machine_01_restore,0,m_machine_01_restore
M_machine_01_rotate,0,m_machine_01_rotate
M_machine_01_run,0,m_machine_01_run
M_machine_01_standby,0,m_machine_01_standby
M_machine_01_tilt,0,m_machine_01_tilt
M_machine_01_tilthit,0,m_machine_01_tilthit
M_machine_01_uniqueskills,0,m_machine_01_uniqueskills
M_machine_01_victory,0,m_machine_01_victory
M_machine_01_weak,0,m_machine_01_weak
M_ninjiaF_01_attack,0,m_ninjiaf_01_attack
M_ninjiaF_01_backward,0,m_ninjiaf_01_backward
M_ninjiaF_01_defend,0,m_ninjiaf_01_defend
M_ninjiaF_01_die,0,m_ninjiaf_01_die
M_ninjiaF_01_exit,0,m_ninjiaf_01_exit
M_ninjiaF_01_forward,0,m_ninjiaf_01_forward
M_ninjiaF_01_hold,0,m_ninjiaf_01_hold
M_ninjiaF_01_incline,0,m_ninjiaf_01_incline
M_ninjiaF_01_injure,0,m_ninjiaf_01_injure
M_ninjiaF_01_jump,0,m_ninjiaf_01_jump
M_ninjiaF_01_open,0,m_ninjiaf_01_open
M_ninjiaF_01_parallel,0,m_ninjiaf_01_parallel
M_ninjiaF_01_restore,0,m_ninjiaf_01_restore
M_ninjiaF_01_rotate,0,m_ninjiaf_01_rotate
M_ninjiaF_01_run,0,m_ninjiaf_01_run
M_ninjiaF_01_standby,0,m_ninjiaf_01_standby
M_ninjiaF_01_tilt,0,m_ninjiaf_01_tilt
M_ninjiaF_01_tilthit,0,m_ninjiaf_01_tilthit
M_ninjiaF_01_victory,0,m_ninjiaf_01_victory
M_ninjiaF_01_weak,0,m_ninjiaf_01_weak
M_ninjiaF_02_attack,0,m_ninjiaf_02_attack
M_ninjiaF_02_backward,0,m_ninjiaf_02_backward
M_ninjiaF_02_defend,0,m_ninjiaf_02_defend
M_ninjiaF_02_die,0,m_ninjiaf_02_die
M_ninjiaF_02_exit,0,m_ninjiaf_02_exit
M_ninjiaF_02_forward,0,m_ninjiaf_02_forward
M_ninjiaF_02_hold,0,m_ninjiaf_02_hold
M_ninjiaF_02_incline,0,m_ninjiaf_02_incline
M_ninjiaF_02_injure,0,m_ninjiaf_02_injure
M_ninjiaF_02_jump,0,m_ninjiaf_02_jump
M_ninjiaF_02_open,0,m_ninjiaf_02_open
M_ninjiaF_02_parallel,0,m_ninjiaf_02_parallel
M_ninjiaF_02_restore,0,m_ninjiaf_02_restore
M_ninjiaF_02_rotate,0,m_ninjiaf_02_rotate
M_ninjiaF_02_run,0,m_ninjiaf_02_run
M_ninjiaF_02_standby,0,m_ninjiaf_02_standby
M_ninjiaF_02_tilt,0,m_ninjiaf_02_tilt
M_ninjiaF_02_tilthit,0,m_ninjiaf_02_tilthit
M_ninjiaF_02_victory,0,m_ninjiaf_02_victory
M_ninjiaF_02_weak,0,m_ninjiaf_02_weak
M_ninjiaM_01_attack,0,m_ninjiam_01_attack
M_ninjiaM_01_backward,0,m_ninjiam_01_backward
M_ninjiaM_01_defend,0,m_ninjiam_01_defend
M_ninjiaM_01_die,0,m_ninjiam_01_die
M_ninjiaM_01_exit,0,m_ninjiam_01_exit
M_ninjiaM_01_forward,0,m_ninjiam_01_forward
M_ninjiaM_01_hold,0,m_ninjiam_01_hold
M_ninjiaM_01_incline,0,m_ninjiam_01_incline
M_ninjiaM_01_injure,0,m_ninjiam_01_injure
M_ninjiaM_01_jump,0,m_ninjiam_01_jump
M_ninjiaM_01_open,0,m_ninjiam_01_open
M_ninjiaM_01_parallel,0,m_ninjiam_01_parallel
M_ninjiaM_01_restore,0,m_ninjiam_01_restore
M_ninjiaM_01_rotate,0,m_ninjiam_01_rotate
M_ninjiaM_01_run,0,m_ninjiam_01_run
M_ninjiaM_01_standby,0,m_ninjiam_01_standby
M_ninjiaM_01_tilt,0,m_ninjiam_01_tilt
M_ninjiaM_01_tilthit,0,m_ninjiam_01_tilthit
M_ninjiaM_01_victory,0,m_ninjiam_01_victory
M_ninjiaM_01_weak,0,m_ninjiam_01_weak
M_ninjiaM_02_attack,0,m_ninjiam_02_attack
M_ninjiaM_02_backward,0,m_ninjiam_02_backward
M_ninjiaM_02_defend,0,m_ninjiam_02_defend
M_ninjiaM_02_die,0,m_ninjiam_02_die
M_ninjiaM_02_exit,0,m_ninjiam_02_exit
M_ninjiaM_02_forward,0,m_ninjiam_02_forward
M_ninjiaM_02_hold,0,m_ninjiam_02_hold
M_ninjiaM_02_incline,0,m_ninjiam_02_incline
M_ninjiaM_02_injure,0,m_ninjiam_02_injure
M_ninjiaM_02_jump,0,m_ninjiam_02_jump
M_ninjiaM_02_open,0,m_ninjiam_02_open
M_ninjiaM_02_parallel,0,m_ninjiam_02_parallel
M_ninjiaM_02_restore,0,m_ninjiam_02_restore
M_ninjiaM_02_rotate,0,m_ninjiam_02_rotate
M_ninjiaM_02_run,0,m_ninjiam_02_run
M_ninjiaM_02_standby,0,m_ninjiam_02_standby
M_ninjiaM_02_tilt,0,m_ninjiam_02_tilt
M_ninjiaM_02_tilthit,0,m_ninjiam_02_tilthit
M_ninjiaM_02_victory,0,m_ninjiam_02_victory
M_ninjiaM_02_weak,0,m_ninjiam_02_weak
M_ninjiaM_02scene_die,0,m_ninjiam_02scene_die
M_ninjiaM_02scene_idle,0,m_ninjiam_02scene_idle
M_ninjiaM_02scene_show,0,m_ninjiam_02scene_show
M_ninjiaM_03_attack,0,m_ninjiam_03_attack
M_ninjiaM_03_backward,0,m_ninjiam_03_backward
M_ninjiaM_03_defend,0,m_ninjiam_03_defend
M_ninjiaM_03_die,0,m_ninjiam_03_die
M_ninjiaM_03_exit,0,m_ninjiam_03_exit
M_ninjiaM_03_forward,0,m_ninjiam_03_forward
M_ninjiaM_03_hold,0,m_ninjiam_03_hold
M_ninjiaM_03_incline,0,m_ninjiam_03_incline
M_ninjiaM_03_injure,0,m_ninjiam_03_injure
M_ninjiaM_03_jump,0,m_ninjiam_03_jump
M_ninjiaM_03_open,0,m_ninjiam_03_open
M_ninjiaM_03_parallel,0,m_ninjiam_03_parallel
M_ninjiaM_03_restore,0,m_ninjiam_03_restore
M_ninjiaM_03_rotate,0,m_ninjiam_03_rotate
M_ninjiaM_03_run,0,m_ninjiam_03_run
M_ninjiaM_03_standby,0,m_ninjiam_03_standby
M_ninjiaM_03_tilt,0,m_ninjiam_03_tilt
M_ninjiaM_03_tilthit,0,m_ninjiam_03_tilthit
M_ninjiaM_03_victory,0,m_ninjiam_03_victory
M_ninjiaM_03_weak,0,m_ninjiam_03_weak
M_soldierF_01_attack,0,m_soldierf_01_attack
M_soldierF_01_backward,0,m_soldierf_01_backward
M_soldierF_01_defend,0,m_soldierf_01_defend
M_soldierF_01_die,0,m_soldierf_01_die
M_soldierF_01_exit,0,m_soldierf_01_exit
M_soldierF_01_forward,0,m_soldierf_01_forward
M_soldierF_01_hold,0,m_soldierf_01_hold
M_soldierF_01_incline,0,m_soldierf_01_incline
M_soldierF_01_injure,0,m_soldierf_01_injure
M_soldierF_01_jump,0,m_soldierf_01_jump
M_soldierF_01_open,0,m_soldierf_01_open
M_soldierF_01_parallel,0,m_soldierf_01_parallel
M_soldierF_01_restore,0,m_soldierf_01_restore
M_soldierF_01_rotate,0,m_soldierf_01_rotate
M_soldierF_01_run,0,m_soldierf_01_run
M_soldierF_01_standby,0,m_soldierf_01_standby
M_soldierF_01_tilt,0,m_soldierf_01_tilt
M_soldierF_01_tilthit,0,m_soldierf_01_tilthit
M_soldierF_01_victory,0,m_soldierf_01_victory
M_soldierF_01_weak,0,m_soldierf_01_weak
M_soldierF_02_attack,0,m_soldierf_02_attack
M_soldierF_02_backward,0,m_soldierf_02_backward
M_soldierF_02_defend,0,m_soldierf_02_defend
M_soldierF_02_die,0,m_soldierf_02_die
M_soldierF_02_exit,0,m_soldierf_02_exit
M_soldierF_02_forward,0,m_soldierf_02_forward
M_soldierF_02_hold,0,m_soldierf_02_hold
M_soldierF_02_incline,0,m_soldierf_02_incline
M_soldierF_02_injure,0,m_soldierf_02_injure
M_soldierF_02_jump,0,m_soldierf_02_jump
M_soldierF_02_open,0,m_soldierf_02_open
M_soldierF_02_parallel,0,m_soldierf_02_parallel
M_soldierF_02_restore,0,m_soldierf_02_restore
M_soldierF_02_rotate,0,m_soldierf_02_rotate
M_soldierF_02_run,0,m_soldierf_02_run
M_soldierF_02_standby,0,m_soldierf_02_standby
M_soldierF_02_tilt,0,m_soldierf_02_tilt
M_soldierF_02_tilthit,0,m_soldierf_02_tilthit
M_soldierF_02_victory,0,m_soldierf_02_victory
M_soldierF_02_weak,0,m_soldierf_02_weak
M_soldierM_01_attack,0,m_soldierm_01_attack
M_soldierM_01_backward,0,m_soldierm_01_backward
M_soldierM_01_defend,0,m_soldierm_01_defend
M_soldierM_01_die,0,m_soldierm_01_die
M_soldierM_01_exit,0,m_soldierm_01_exit
M_soldierM_01_forward,0,m_soldierm_01_forward
M_soldierM_01_hold,0,m_soldierm_01_hold
M_soldierM_01_incline,0,m_soldierm_01_incline
M_soldierM_01_injure,0,m_soldierm_01_injure
M_soldierM_01_jump,0,m_soldierm_01_jump
M_soldierM_01_open,0,m_soldierm_01_open
M_soldierM_01_parallel,0,m_soldierm_01_parallel
M_soldierM_01_restore,0,m_soldierm_01_restore
M_soldierM_01_rotate,0,m_soldierm_01_rotate
M_soldierM_01_run,0,m_soldierm_01_run
M_soldierM_01_standby,0,m_soldierm_01_standby
M_soldierM_01_tilt,0,m_soldierm_01_tilt
M_soldierM_01_tilthit,0,m_soldierm_01_tilthit
M_soldierM_01_victory,0,m_soldierm_01_victory
M_soldierM_01_weak,0,m_soldierm_01_weak
M_soldierM_02_attack,0,m_soldierm_02_attack
M_soldierM_02_backward,0,m_soldierm_02_backward
M_soldierM_02_defend,0,m_soldierm_02_defend
M_soldierM_02_die,0,m_soldierm_02_die
M_soldierM_02_exit,0,m_soldierm_02_exit
M_soldierM_02_forward,0,m_soldierm_02_forward
M_soldierM_02_hold,0,m_soldierm_02_hold
M_soldierM_02_incline,0,m_soldierm_02_incline
M_soldierM_02_injure,0,m_soldierm_02_injure
M_soldierM_02_jump,0,m_soldierm_02_jump
M_soldierM_02_open,0,m_soldierm_02_open
M_soldierM_02_parallel,0,m_soldierm_02_parallel
M_soldierM_02_restore,0,m_soldierm_02_restore
M_soldierM_02_rotate,0,m_soldierm_02_rotate
M_soldierM_02_run,0,m_soldierm_02_run
M_soldierM_02_standby,0,m_soldierm_02_standby
M_soldierM_02_tilt,0,m_soldierm_02_tilt
M_soldierM_02_tilthit,0,m_soldierm_02_tilthit
M_soldierM_02_victory,0,m_soldierm_02_victory
M_soldierM_02_weak,0,m_soldierm_02_weak
M_soldierM_03_attack,0,m_soldierm_03_attack
M_soldierM_03_backward,0,m_soldierm_03_backward
M_soldierM_03_defend,0,m_soldierm_03_defend
M_soldierM_03_die,0,m_soldierm_03_die
M_soldierM_03_exit,0,m_soldierm_03_exit
M_soldierM_03_forward,0,m_soldierm_03_forward
M_soldierM_03_hold,0,m_soldierm_03_hold
M_soldierM_03_incline,0,m_soldierm_03_incline
M_soldierM_03_injure,0,m_soldierm_03_injure
M_soldierM_03_jump,0,m_soldierm_03_jump
M_soldierM_03_open,0,m_soldierm_03_open
M_soldierM_03_parallel,0,m_soldierm_03_parallel
M_soldierM_03_restore,0,m_soldierm_03_restore
M_soldierM_03_rotate,0,m_soldierm_03_rotate
M_soldierM_03_run,0,m_soldierm_03_run
M_soldierM_03_standby,0,m_soldierm_03_standby
M_soldierM_03_tilt,0,m_soldierm_03_tilt
M_soldierM_03_tilthit,0,m_soldierm_03_tilthit
M_soldierM_03_victory,0,m_soldierm_03_victory
M_soldierM_03_weak,0,m_soldierm_03_weak
M_tiangouM_01_attack,0,m_tiangoum_01_attack
M_tiangouM_01_backward,0,m_tiangoum_01_backward
M_tiangouM_01_defend,0,m_tiangoum_01_defend
M_tiangouM_01_die,0,m_tiangoum_01_die
M_tiangouM_01_exit,0,m_tiangoum_01_exit
M_tiangouM_01_forward,0,m_tiangoum_01_forward
M_tiangouM_01_hold,0,m_tiangoum_01_hold
M_tiangouM_01_incline,0,m_tiangoum_01_incline
M_tiangouM_01_injure,0,m_tiangoum_01_injure
M_tiangouM_01_jump,0,m_tiangoum_01_jump
M_tiangouM_01_open,0,m_tiangoum_01_open
M_tiangouM_01_parallel,0,m_tiangoum_01_parallel
M_tiangouM_01_restore,0,m_tiangoum_01_restore
M_tiangouM_01_rotate,0,m_tiangoum_01_rotate
M_tiangouM_01_run,0,m_tiangoum_01_run
M_tiangouM_01_standby,0,m_tiangoum_01_standby
M_tiangouM_01_tilt,0,m_tiangoum_01_tilt
M_tiangouM_01_tilthit,0,m_tiangoum_01_tilthit
M_tiangouM_01_victory,0,m_tiangoum_01_victory
M_tiangouM_01_weak,0,m_tiangoum_01_weak
M_tiangouM_02_attack,0,m_tiangoum_02_attack
M_tiangouM_02_backward,0,m_tiangoum_02_backward
M_tiangouM_02_defend,0,m_tiangoum_02_defend
M_tiangouM_02_die,0,m_tiangoum_02_die
M_tiangouM_02_exit,0,m_tiangoum_02_exit
M_tiangouM_02_forward,0,m_tiangoum_02_forward
M_tiangouM_02_hold,0,m_tiangoum_02_hold
M_tiangouM_02_incline,0,m_tiangoum_02_incline
M_tiangouM_02_injure,0,m_tiangoum_02_injure
M_tiangouM_02_jump,0,m_tiangoum_02_jump
M_tiangouM_02_open,0,m_tiangoum_02_open
M_tiangouM_02_parallel,0,m_tiangoum_02_parallel
M_tiangouM_02_restore,0,m_tiangoum_02_restore
M_tiangouM_02_rotate,0,m_tiangoum_02_rotate
M_tiangouM_02_run,0,m_tiangoum_02_run
M_tiangouM_02_standby,0,m_tiangoum_02_standby
M_tiangouM_02_tilt,0,m_tiangoum_02_tilt
M_tiangouM_02_tilthit,0,m_tiangoum_02_tilthit
M_tiangouM_02_victory,0,m_tiangoum_02_victory
M_tiangouM_02_weak,0,m_tiangoum_02_weak
M_tiangouM_03_attack,0,m_tiangoum_03_attack
M_tiangouM_03_backward,0,m_tiangoum_03_backward
M_tiangouM_03_defend,0,m_tiangoum_03_defend
M_tiangouM_03_die,0,m_tiangoum_03_die
M_tiangouM_03_exit,0,m_tiangoum_03_exit
M_tiangouM_03_forward,0,m_tiangoum_03_forward
M_tiangouM_03_hold,0,m_tiangoum_03_hold
M_tiangouM_03_incline,0,m_tiangoum_03_incline
M_tiangouM_03_injure,0,m_tiangoum_03_injure
M_tiangouM_03_jump,0,m_tiangoum_03_jump
M_tiangouM_03_open,0,m_tiangoum_03_open
M_tiangouM_03_parallel,0,m_tiangoum_03_parallel
M_tiangouM_03_restore,0,m_tiangoum_03_restore
M_tiangouM_03_rotate,0,m_tiangoum_03_rotate
M_tiangouM_03_run,0,m_tiangoum_03_run
M_tiangouM_03_standby,0,m_tiangoum_03_standby
M_tiangouM_03_tilt,0,m_tiangoum_03_tilt
M_tiangouM_03_tilthit,0,m_tiangoum_03_tilthit
M_tiangouM_03_victory,0,m_tiangoum_03_victory
M_tiangouM_03_weak,0,m_tiangoum_03_weak
MopUpEndEffectAnim,0,uimopupsuccess
Novice_Dialogue_in,0,novice_dialogue_in
Novice_Dialogue_in_2,0,novice_dialogue_in_2
Novice_Honoka_happy,0,novice_honoka_happy
P_Gold_Transcript_01_attack,0,p_gold_transcript_01_attack
P_Gold_Transcript_01_defend,0,p_gold_transcript_01_defend
P_Gold_Transcript_01_die,0,p_gold_transcript_01_die
P_Gold_Transcript_01_exit,0,p_gold_transcript_01_exit
P_Gold_Transcript_01_hold,0,p_gold_transcript_01_hold
P_Gold_Transcript_01_idle,0,p_gold_transcript_01_idle
P_Gold_Transcript_01_idle2,0,p_gold_transcript_01_idle2
P_Gold_Transcript_01_incline,0,p_gold_transcript_01_incline
P_Gold_Transcript_01_injure,0,p_gold_transcript_01_injure
P_Gold_Transcript_01_jump,0,p_gold_transcript_01_jump
P_Gold_Transcript_01_lose,0,p_gold_transcript_01_lose
P_Gold_Transcript_01_minskill,0,p_gold_transcript_01_minskill
P_Gold_Transcript_01_open,0,p_gold_transcript_01_open
P_Gold_Transcript_01_parallel,0,p_gold_transcript_01_parallel
P_Gold_Transcript_01_pose,0,p_gold_transcript_01_pose
P_Gold_Transcript_01_restore,0,p_gold_transcript_01_restore
P_Gold_Transcript_01_rotate,0,p_gold_transcript_01_rotate
P_Gold_Transcript_01_run,0,p_gold_transcript_01_run
P_Gold_Transcript_01_standby,0,p_gold_transcript_01_standby
P_Gold_Transcript_01_tilt,0,p_gold_transcript_01_tilt
P_Gold_Transcript_01_tilthit,0,p_gold_transcript_01_tilthit
P_Gold_Transcript_01_uniqueskills,0,p_gold_transcript_01_uniqueskills
P_Gold_Transcript_01_victory,0,p_gold_transcript_01_victory
P_Gold_Transcript_01_weak,0,p_gold_transcript_01_weak
Panel_avg_select,6712,uiavgprefab
Panel_avg_select_2,3780,uicommonselectstory
Panel_avg_select_out,6344,uiavgprefab
Panel_avg_select_out_2,3652,uicommonselectstory
Panel_combo_btn,4440,uicombatprefab,uidwacombatprefab
Panel_combo_btn_num,2568,uicombatprefab,uidwacombatprefab
Panel_down,2316,uicombatliftprefab,uifightpowerchangeprefab
Panel_gold_one_bj,3720,uigoldprefab
Panel_gold_ten,2644,uigoldprefab
Panel_main_gene1,2588,uiherogeneprefab
Panel_single_model,2204,uiguildbossitemprefab
Panel_up,2316,uicombatliftprefab,uifightpowerchangeprefab
Q1,8164,i_dice
Q2,8164,i_dice
Q3,8164,i_dice
Q4,8164,i_dice
Q5,8164,i_dice
Q6,8164,i_dice
Russia_MainInterface_animation,0,russia_maininterface_animation
S_Map_Main_EquipmentEvolution,2448,p_map_main_equipmentevolution
S_Map_Main_PoolInterface_swing_aisleidle,0,s_map_main_poolinterface_swing_aisleidle
S_Map_Main_PoolInterface_swing_aislestandby,0,s_map_main_poolinterface_swing_aislestandby
T_Map_Main_CoastalVillage_Balloon,4624,p_map_main_coastalvillage
T_Map_Main_CoastalVillage_Flags,5252,p_map_main_coastalvillage
T_Map_Main_CoastalVillage_Penoncel,2708,p_map_main_coastalvillage
T_Map_Main_CoastalVillage_Ship,3748,p_map_main_coastalvillage
T_Map_Main_CoastalVillage_Trestle,2300,p_map_main_coastalvillage
T_Map_Main_CoastalVillage_Vane,2912,p_map_main_coastalvillage
Take 001,5384,take 001
Take 001,0,p_map_main_desert_wasteland
Take 001,3648,take 001
Take 001,3448,take 001
Take 001,5664,take 001
Take 001,3648,take 001
Take 001,3020,take 001
Take 001,4156,take 001
Take 001,62268,eff_ryuhayabusa_pose
Take 001,4120,take 001
Take 001,3044,take 001
Take 001,4272,take 001
Take 001,5704,take 001
Take 001,0,p_map_main_coastalvillage
Take 001,2832,take 001
Take 001,0,p_map_main_desert_wasteland
Take 001,2764,take 001
Take 001,6420,take 001
Take 001,0,eff_uiequipcultivatechildprefab_shenxing
Take 001,3684,take 001
Take 001,2764,take 001
Take 001,4324,take 001
Take 001,4348,take 001
Take 001,3528,take 001
Take 001,2908,take 001
Take 001,6228,take 001
Take 001,3096,take 001
Take 001,5092,take 001
Take 001,5740,take 001
Take 001,4788,take 001
Take 001,3152,take 001
Take 001,0,eff_buff_revive
Take 001,7828,take 001
Take 001,5756,take 001
Take 001,2976,take 001
Take 001,5140,take 001
Take 001,3044,take 001
Take 001,4164,take 001
Take 001,7640,take 001
Take 001,3064,take 001
Take 001,3096,take 001
Take 001,6128,take 001
Take 001,3924,take 001
Take 001,8076,take 001
Take 001,4776,take 001
Take 001,6068,take 001
Take 001,2928,take 001
Take 001,4424,take 001
Take 001,3596,take 001
Take 001,5880,take 001
Take 001,3776,take 001
Take 001,3472,take 001
Take 001,2908,take 001
Take 001,3160,take 001
Take 001,13296,take 001
Take 001,3240,take 001
Take 001,5404,take 001
Take 001,4308,take 001
Take 001,3700,take 001
Take 001,4060,take 001
Take 001,3424,take 001
Take 001,3708,take 001
Take 001,2980,take 001
Take 001,3380,take 001
Take 001,3192,take 001
Take 001,3512,take 001
Take 001,6772,take 001
Take 001,5252,p_map_main_clocktower2f
Take 001,4820,take 001
Take 001,4212,take 001
Take 001,4008,take 001
Take 001,5992,take 001
Take 001,3792,take 001
Text_hdjf,2200,uitrialfinishprefab
Text_jcjf,2200,uitrialfinishprefab
Text_sxjc,2200,uitrialfinishprefab
UIAVGPlotPrefab,3220,uiavgplotprefab
UIAVGPlotPrefab_disappear,2836,uiavgplotprefab
UICardPhoto,2460,uicardphoto,uidrawcardshowheroview
UICardPhotoShare,4328,uicardphotoshare,uidrawcardshowheroview
UIClone_new,8172,uicloneprefab
UIDemocombatopen_in,2892,uidemocombatopen
UIDemocombatopen_out,2748,uidemocombatopen
UIEquipmentDevelopmentPrefab_new,3980,uiequipmentdevelopmentprefab
UIFighter01,2244,uifighterrebirthprefab
UIFighter02,2244,uifighterrebirthprefab
UIFighter03,2164,uifighterrebirthprefab
UIFighter04,2560,uifighterrebirthprefab
UIHeroIntroPrefab,5412,uiherointroprefab
UILetterchallenge_close,3076,uiletterchallenge
UILetterchallenge_jxz,2520,uiletterchallenge
UILetterchallenge_open,4832,uiletterchallenge
UILetterchallenge_ywc,2368,uiletterchallenge
UILetterchallenge_ywc_2,2108,uiletterchallenge
UINDemonstrationPlot,2644,uiavgloadingview
UINewlevelopen,3056,uinewlevelopen
UIRandomCard2Prefab,5972,uirandomcard2prefab,uistarstonecardgoodsprefab
UIRandomCard2Prefab_move,6132,uirandomcard2prefab,uistarstonecardgoodsprefab
UITrialGoodsPrefab,4244,uitrialgoodsprefab
UITrialGoodsPrefab_prop_appear,4836,uitrialgoodsprefab
UITrialGoodsPrefab_prop_disappear,4836,uitrialgoodsprefab
UIUpGradePrefab,3288,uiupgradeprefab
Ui_skill_ball_animatorcontroller_bigidle,2368,ui_skill_01
Ui_skill_ball_animatorcontroller_down,2608,ui_skill_01
Ui_skill_ball_animatorcontroller_idle,2404,ui_skill_01
Ui_skill_ball_animatorcontroller_in,3648,ui_skill_01
Ui_skill_ball_animatorcontroller_left,3144,ui_skill_01
Ui_skill_ball_animatorcontroller_out,3220,ui_skill_01
Ui_skill_ball_animatorcontroller_right,3144,ui_skill_01
Ui_skill_ball_animatorcontroller_touch,3272,ui_skill_01
Ui_skill_ball_animatorcontroller_up,2932,ui_skill_01
Zack_2048_talk1,2220,zack_2048_talk1
Zack_Frame_negative,0,zack_frame_negative
Zack_Frame_nod,0,zack_frame_nod
Zack_Frame_talk,0,zack_frame_talk
Zack_Frame_talk2,0,zack_frame_talk2
a_UIFunctionTrailerPrefab_new_4,4120,uifunctiontrailerprefab_new
a_UIFunctionTrailerPrefab_new_7,3656,uifunctiontrailerprefab_new
a_UIFunctionTrailerPrefab_new_8,5048,uifunctiontrailerprefab_new
a_UIFunctionTrailerPrefab_new_8_juese,3908,uifunctiontrailerprefab_new
aisleidle,0,s_map_main_poolinterface_swing
aislestandby,0,s_map_main_poolinterface_swing
alpha152_gacha_show,0,alpha152_gacha_show
ani_zdsj_mian,3576,uiupgradeprefab
animation_2048_num_appear,2760,animation_2048_num_appear
animation_2048_num_combine,2504,animation_2048_num_combine
animation_2048_num_empty,2168,animation_2048_num_empty
animation_2048_num_shake,2760,animation_2048_num_shake
animation_2048_num_shake2,2760,animation_2048_num_shake2
animation_2048_num_shake3,2760,animation_2048_num_shake3
arrow_moves,2204,old_uiequipprefabnew,uiequipprefabnew,uiequipprefabnewnew,uiherodanprefab,uiherogeneprefab
arrow_moves02,2204,uiherogeneprefab
attack,66608,q_sodierm_01
attack01,223592,i_ayanehands_01
attack02,223512,i_ayanehands_01
attack03,220572,i_ayanehands_01
attack1,18708,q_mila_01
attack2,20744,q_mila_01
attack3,25660,q_mila_01
avg_dobber_animation,0,uiavgprefab,uicommondialogstory
avg_icon_show,2164,uiavgprefab,uicommondialogstory
ayaneB_gacha_show,0,ayaneb_gacha_show
ayaneB_pose,0,ayaneb_pose
ayaneB_uniqueskills,0,ayaneb_uniqueskills
ayaneB_victory,0,ayaneb_victory
ayane_dartsin,0,ayane_dartsin
ayane_gacha_show,0,ayane_gacha_show
ayane_uniqueskills03,0,ayane_uniqueskills03
ayane_uniqueskills04,0,ayane_uniqueskills04
baridle1,224652,h_tina_bar,p_map_main_bar
baridle1,66228,h_bayman_bar,p_map_main_bar
baridle1,129356,h_helena_bar,p_map_main_bar
baridle2,133092,h_helena_bar,p_map_main_bar
baridle2,52848,h_bayman_bar,p_map_main_bar
baridle2,308268,h_tina_bar,p_map_main_bar
baridle3,110668,h_helena_bar,p_map_main_bar
bassB_gacha_show,0,bassb_gacha_show
bassB_pose,0,bassb_pose
bassB_uniqueskills,0,bassb_uniqueskills
bassB_victory,0,bassb_victory
bass_gacha_show,0,bass_gacha_show
bass_pose,0,bass_pose
bass_uniqueskills,0,bass_uniqueskills
bass_victory,0,bass_victory
battle_boss_camera,0,battle_boss_camera
battle_boss_camera_2,0,battle_boss_camera_2
battle_warning_animation,0,battle_warning_animation
battle_warning_animation2,0,battle_warning_animation2
battleexp_start_camera 1,0,battleexp_start_camera 1
bayman_gacha_show,0,bayman_gacha_show
bradwong_gacha_show,0,bradwong_gacha_show
burst,0,burst
car_loop,0,p_map_main_russia_maininterface
chat_eye_item_close,0,chat_eye_item_close
chat_eye_item_idle,0,chat_eye_item_idle
chat_eye_item_in,0,chat_eye_item_in
chat_eye_item_out,0,chat_eye_item_out
chat_message_item_in,0,chat_message_item_in
cheer,22488,p_map_main_arena
cheer,83280,p_map_main_arena
christie_gacha_show,0,christie_gacha_show
christie_pose,0,christie_pose
christie_uniqueskills,0,christie_uniqueskills
climb,157068,s_kasumi_01_battle
climb,138712,s_helenadouglas_01_battle
climblose,115384,s_helenadouglas_01_battle
climbloseidle,25176,s_helenadouglas_01_battle
climlose,144216,s_kasumi_01_battle
climloseidle,48648,s_kasumi_01_battle
clocktower_animation_1,0,clocktower_animation_1
clocktower_animation_2,0,clocktower_animation_2
clocktower_animation_3,2200,clocktower_animation_3
combo_zdloop_animation,0,combo_zdloop_animation
control,0,control
crab_obj,44892,p_map_main_gold
dailhigher_camera_in,0,dailhigher_camera_in
demo_battle_map_camera,0,demo_battle_map_camera
demo_battle_over_camera,0,demo_battle_over_camera
demo_battle_start_camera,0,demo_battle_start_camera
depressed1,97988,s_kasumi_01_battle
depressed1,73456,s_helenadouglas_01_battle
developpanel_in,0,developpanel_in
developpanel_out,0,developpanel_out
dialog_story_in,0,uiavgprefab,uicommondialogstory
die,34328,q_fatgang_01
die,31400,q_mila_01
die,96128,q_rose_2
die,63256,q_sodierm_01
die,86372,m_machine_01
die2,49884,m_machine_01
die2,11180,q_fatgang_01
die2,32604,q_sodierm_01
die3,52720,m_machine_01
dwa_loop_camera,0,dwa_loop_camera
dwa_start_camera,0,dwa_start_camera
eff_Battlebtn_lock,2996,eff_battlebtn_lock,uicombatprefab,uidwacombatprefab
eff_Democombat_line_in,3724,uidemocombatopen
eff_Democombat_line_out,3328,uidemocombatopen
eff_UIAlbumBreakthrough_kong,2172,uialbumbreakthrough
eff_UIGuildLevelUpTips,2612,eff_uiguildleveluptips,uiguildleveluptips
eff_anger_entirely,3024,eff_anger_entirely_l,eff_anger_entirely_r,uidwacombatprefab
eff_anger_returning,2352,eff_anger_returning
eff_arrow,2344,eff_arrow
eff_avg_loading_line,4196,eff_avg_loading_line,uinewlevelopen
eff_background_smoke,2656,eff_background_smoke,uicloneprefab
eff_bayman_pose,3176,eff_bayman_pose
eff_bayman_uniqueskills,6576,eff_bayman_uniqueskills
eff_blood_returning,2228,eff_blood_returning
