资源名称,内存大小,内建资源,资源类型,被引用的个数,对应的AB包名称
H_marierose_dlc_01_open,141749,False,animation_clip,1,h_marierose_dlc_01_open
H_marierose_dlc_01_parallel,96719,False,animation_clip,1,h_marierose_dlc_01_parallel
H_marierose_dlc_01_pose,198349,False,animation_clip,1,h_marierose_dlc_01_pose
H_marierose_dlc_01_restore,147371,False,animation_clip,1,h_marierose_dlc_01_restore
H_marierose_dlc_01_rotate,152903,False,animation_clip,1,h_marierose_dlc_01_rotate
H_marierose_dlc_01_run,141749,False,animation_clip,1,h_marierose_dlc_01_run
H_marierose_dlc_01_show,218477,False,animation_clip,1,h_marierose_dlc_01_show
H_marierose_dlc_01_specialidle,218477,False,animation_clip,1,h_marierose_dlc_01_specialidle
H_marierose_dlc_01_standby,135261,False,animation_clip,1,h_marierose_dlc_01_standby
H_marierose_dlc_01_tilt,142447,False,animation_clip,1,h_marierose_dlc_01_tilt
H_marierose_dlc_01_tilthit,90567,False,animation_clip,1,h_marierose_dlc_01_tilthit
H_marierose_dlc_01_uniqueskills,316883,False,animation_clip,1,h_marierose_dlc_01_uniqueskills
H_marierose_dlc_01_victory,218477,False,animation_clip,1,h_marierose_dlc_01_victory
H_marierose_dlc_01_weak,108207,False,animation_clip,1,h_marierose_dlc_01_weak
H_marierose_dlc_02_attack,208617,False,animation_clip,1,h_marierose_dlc_02_attack
H_marierose_dlc_02_backward,135331,False,animation_clip,1,h_marierose_dlc_02_backward
H_marierose_dlc_02_defend,107767,False,animation_clip,1,h_marierose_dlc_02_defend
H_marierose_dlc_02_die,164977,False,animation_clip,1,h_marierose_dlc_02_die
H_marierose_dlc_02_exit,139659,False,animation_clip,1,h_marierose_dlc_02_exit
H_marierose_dlc_02_forward,129707,False,animation_clip,1,h_marierose_dlc_02_forward
H_marierose_dlc_02_hold,166137,False,animation_clip,1,h_marierose_dlc_02_hold
H_marierose_dlc_02_holdhand,84629,False,animation_clip,1,h_marierose_dlc_02_holdhand
H_marierose_dlc_02_idle,170733,False,animation_clip,1,h_marierose_dlc_02_idle
H_marierose_dlc_02_idle2,86359,False,animation_clip,1,h_marierose_dlc_02_idle2
H_marierose_dlc_02_incline,110293,False,animation_clip,1,h_marierose_dlc_02_incline
H_marierose_dlc_02_injure,129145,False,animation_clip,1,h_marierose_dlc_02_injure
H_marierose_dlc_02_jump,114209,False,animation_clip,1,h_marierose_dlc_02_jump
H_marierose_dlc_02_lose,164597,False,animation_clip,1,h_marierose_dlc_02_lose
H_marierose_dlc_02_minskill,276025,False,animation_clip,1,h_marierose_dlc_02_minskill
H_marierose_dlc_02_open,139659,False,animation_clip,1,h_marierose_dlc_02_open
H_marierose_dlc_02_parallel,95581,False,animation_clip,1,h_marierose_dlc_02_parallel
H_marierose_dlc_02_pose,187377,False,animation_clip,1,h_marierose_dlc_02_pose
H_marierose_dlc_02_restore,140975,False,animation_clip,1,h_marierose_dlc_02_restore
H_marierose_dlc_02_rotate,149079,False,animation_clip,1,h_marierose_dlc_02_rotate
H_marierose_dlc_02_run,139659,False,animation_clip,1,h_marierose_dlc_02_run
H_marierose_dlc_02_sattack,203583,False,animation_clip,1,h_marierose_dlc_02_sattack
H_marierose_dlc_02_show,238677,False,animation_clip,1,h_marierose_dlc_02_show
H_marierose_dlc_02_specialidle,282383,False,animation_clip,1,h_marierose_dlc_02_specialidle
H_marierose_dlc_02_standby,134307,False,animation_clip,1,h_marierose_dlc_02_standby
H_marierose_dlc_02_tilt,137325,False,animation_clip,1,h_marierose_dlc_02_tilt
H_marierose_dlc_02_tilthit,88295,False,animation_clip,1,h_marierose_dlc_02_tilthit
H_marierose_dlc_02_uniqueskills,359525,False,animation_clip,1,h_marierose_dlc_02_uniqueskills
H_marierose_dlc_02_victory,241687,False,animation_clip,1,h_marierose_dlc_02_victory
H_marierose_dlc_02_weak,79809,False,animation_clip,1,h_marierose_dlc_02_weak
H_mariposaB_01_attack,160303,False,animation_clip,1,h_mariposab_01_attack
H_mariposaB_01_backward,121055,False,animation_clip,1,h_mariposab_01_backward
H_mariposaB_01_defend,100673,False,animation_clip,1,h_mariposab_01_defend
H_mariposaB_01_die,190535,False,animation_clip,1,h_mariposab_01_die
H_mariposaB_01_exit,105101,False,animation_clip,1,h_mariposab_01_exit
H_mariposaB_01_forward,121055,False,animation_clip,1,h_mariposab_01_forward
H_mariposaB_01_hold,192503,False,animation_clip,1,h_mariposab_01_hold
H_mariposaB_01_holdhand,81011,False,animation_clip,1,h_mariposab_01_holdhand
H_mariposaB_01_idle,125047,False,animation_clip,1,h_mariposab_01_idle
H_mariposaB_01_idle2,124835,False,animation_clip,1,h_mariposab_01_idle2
H_mariposaB_01_incline,82631,False,animation_clip,1,h_mariposab_01_incline
H_mariposaB_01_injure,103951,False,animation_clip,1,h_mariposab_01_injure
H_mariposaB_01_jump,121055,False,animation_clip,1,h_mariposab_01_jump
H_mariposaB_01_lose,189775,False,animation_clip,1,h_mariposab_01_lose
H_mariposaB_01_minskill,218161,False,animation_clip,1,h_mariposab_01_minskill
H_mariposaB_01_open,105101,False,animation_clip,1,h_mariposab_01_open
H_mariposaB_01_parallel,76551,False,animation_clip,1,h_mariposab_01_parallel
H_mariposaB_01_pose,128210,False,animation_clip,1,h_mariposab_01_pose
H_mariposaB_01_restore,116905,False,animation_clip,1,h_mariposab_01_restore
H_mariposaB_01_rotate,119716,False,animation_clip,1,h_mariposab_01_rotate
H_mariposaB_01_run,105101,False,animation_clip,1,h_mariposab_01_run
H_mariposaB_01_sattack,192987,False,animation_clip,1,h_mariposab_01_sattack
H_mariposaB_01_show,233133,False,animation_clip,1,h_mariposab_01_show
H_mariposaB_01_specialidle,233133,False,animation_clip,1,h_mariposab_01_specialidle
H_mariposaB_01_standby,133951,False,animation_clip,1,h_mariposab_01_standby
H_mariposaB_01_tilt,121055,False,animation_clip,1,h_mariposab_01_tilt
H_mariposaB_01_tilthit,65519,False,animation_clip,1,h_mariposab_01_tilthit
H_mariposaB_01_uniqueskills,290003,False,animation_clip,1,h_mariposab_01_uniqueskills
H_mariposaB_01_victory,233133,False,animation_clip,1,h_mariposab_01_victory
H_mariposaB_01_weak,81019,False,animation_clip,1,h_mariposab_01_weak
H_mariposa_01_holdhand,101445,False,animation_clip,1,h_mariposa_01_holdhand
H_mariposa_01_idle2,114359,False,animation_clip,1,h_mariposa_01_idle2
H_mariposa_01_show,281295,False,animation_clip,1,h_mariposa_01_show
H_mariposa_01_specialidle,281295,False,animation_clip,1,h_mariposa_01_specialidle
H_mila_01_holdhand,77607,False,animation_clip,1,h_mila_01_holdhand
H_mila_01_idle2,93447,False,animation_clip,1,h_mila_01_idle2
H_mila_01_show,254265,False,animation_clip,1,h_mila_01_show
H_mila_01_specialidle,242493,False,animation_clip,1,h_mila_01_specialidle
H_mila_dlc_01_attack,186555,False,animation_clip,1,h_mila_dlc_01_attack
H_mila_dlc_01_backward,95489,False,animation_clip,1,h_mila_dlc_01_backward
H_mila_dlc_01_defend,95489,False,animation_clip,1,h_mila_dlc_01_defend
H_mila_dlc_01_die,180643,False,animation_clip,1,h_mila_dlc_01_die
H_mila_dlc_01_exit,110879,False,animation_clip,1,h_mila_dlc_01_exit
H_mila_dlc_01_forward,95489,False,animation_clip,1,h_mila_dlc_01_forward
H_mila_dlc_01_hold,136857,False,animation_clip,1,h_mila_dlc_01_hold
H_mila_dlc_01_holdhand,94160,False,animation_clip,1,h_mila_dlc_01_holdhand
H_mila_dlc_01_idle,115601,False,animation_clip,1,h_mila_dlc_01_idle
H_mila_dlc_01_idle02,115935,False,animation_clip,1,h_mila_dlc_01_idle02
H_mila_dlc_01_incline,91497,False,animation_clip,1,h_mila_dlc_01_incline
H_mila_dlc_01_injure,107753,False,animation_clip,1,h_mila_dlc_01_injure
H_mila_dlc_01_jump,124569,False,animation_clip,1,h_mila_dlc_01_jump
H_mila_dlc_01_lose,180261,False,animation_clip,1,h_mila_dlc_01_lose
H_mila_dlc_01_minskill,213165,False,animation_clip,1,h_mila_dlc_01_minskill
H_mila_dlc_01_open,110879,False,animation_clip,1,h_mila_dlc_01_open
H_mila_dlc_01_parallel,83717,False,animation_clip,1,h_mila_dlc_01_parallel
H_mila_dlc_01_pose,165683,False,animation_clip,1,h_mila_dlc_01_pose
H_mila_dlc_01_restore,130009,False,animation_clip,1,h_mila_dlc_01_restore
H_mila_dlc_01_rotate,132041,False,animation_clip,1,h_mila_dlc_01_rotate
H_mila_dlc_01_run,110879,False,animation_clip,1,h_mila_dlc_01_run
H_mila_dlc_01_sattack,136245,False,animation_clip,1,h_mila_dlc_01_sattack
H_mila_dlc_01_show,204967,False,animation_clip,1,h_mila_dlc_01_show
H_mila_dlc_01_specialidle,284532,False,animation_clip,1,h_mila_dlc_01_specialidle
H_mila_dlc_01_tilt,124569,False,animation_clip,1,h_mila_dlc_01_tilt
H_mila_dlc_01_tilthit,72929,False,animation_clip,1,h_mila_dlc_01_tilthit
H_mila_dlc_01_uniqueskills,263089,False,animation_clip,1,h_mila_dlc_01_uniqueskills
H_mila_dlc_01_victory,217422,False,animation_clip,1,h_mila_dlc_01_victory
H_mila_dlc_01_weak,84511,False,animation_clip,1,h_mila_dlc_01_weak
H_momiji_01_holdhand,154819,False,animation_clip,1,h_momiji_01_holdhand
H_momiji_01_idle2,163581,False,animation_clip,1,h_momiji_01_idle2
H_momiji_01_show,280927,False,animation_clip,1,h_momiji_01_show
H_momiji_01_specialidle,308281,False,animation_clip,1,h_momiji_01_specialidle
H_momiji_dlc_01_attack,289591,False,animation_clip,1,h_momiji_dlc_01_attack
H_momiji_dlc_01_backward,208293,False,animation_clip,1,h_momiji_dlc_01_backward
H_momiji_dlc_01_defend,208293,False,animation_clip,1,h_momiji_dlc_01_defend
H_momiji_dlc_01_die,304237,False,animation_clip,1,h_momiji_dlc_01_die
H_momiji_dlc_01_exit,230327,False,animation_clip,1,h_momiji_dlc_01_exit
H_momiji_dlc_01_forward,208293,False,animation_clip,1,h_momiji_dlc_01_forward
H_momiji_dlc_01_hold,339999,False,animation_clip,1,h_momiji_dlc_01_hold
H_momiji_dlc_01_holdhand,188933,False,animation_clip,1,h_momiji_dlc_01_holdhand
H_momiji_dlc_01_idle,219419,False,animation_clip,1,h_momiji_dlc_01_idle
H_momiji_dlc_01_idle2,194869,False,animation_clip,1,h_momiji_dlc_01_idle2
H_momiji_dlc_01_incline,193725,False,animation_clip,1,h_momiji_dlc_01_incline
H_momiji_dlc_01_injure,207893,False,animation_clip,1,h_momiji_dlc_01_injure
H_momiji_dlc_01_jump,252393,False,animation_clip,1,h_momiji_dlc_01_jump
H_momiji_dlc_01_lose,304237,False,animation_clip,1,h_momiji_dlc_01_lose
H_momiji_dlc_01_minskill,399063,False,animation_clip,1,h_momiji_dlc_01_minskill
H_momiji_dlc_01_open,230327,False,animation_clip,1,h_momiji_dlc_01_open
H_momiji_dlc_01_parallel,184621,False,animation_clip,1,h_momiji_dlc_01_parallel
H_momiji_dlc_01_pose,269305,False,animation_clip,1,h_momiji_dlc_01_pose
H_momiji_dlc_01_restore,259409,False,animation_clip,1,h_momiji_dlc_01_restore
H_momiji_dlc_01_rotate,249673,False,animation_clip,1,h_momiji_dlc_01_rotate
H_momiji_dlc_01_run,230327,False,animation_clip,1,h_momiji_dlc_01_run
H_momiji_dlc_01_sattack,287749,False,animation_clip,1,h_momiji_dlc_01_sattack
H_momiji_dlc_01_show,322713,False,animation_clip,1,h_momiji_dlc_01_show
H_momiji_dlc_01_specialidle,351229,False,animation_clip,1,h_momiji_dlc_01_specialidle
H_momiji_dlc_01_tilt,252393,False,animation_clip,1,h_momiji_dlc_01_tilt
H_momiji_dlc_01_tilthit,165101,False,animation_clip,1,h_momiji_dlc_01_tilthit
H_momiji_dlc_01_uniqueskills,481731,False,animation_clip,1,h_momiji_dlc_01_uniqueskills
H_momiji_dlc_01_weak,182767,False,animation_clip,1,h_momiji_dlc_01_weak
H_nyotengu_01_aisleidle,134178,False,animation_clip,1,h_nyotengu_01_aisleidle
H_nyotengu_01_aislestandby,238042,False,animation_clip,1,h_nyotengu_01_aislestandby
H_nyotengu_01_idle,184491,False,animation_clip,1,h_nyotengu_01_idle
H_nyotengu_01_idle2,148877,False,animation_clip,1,h_nyotengu_01_idle2
H_nyotengu_01_show,442254,False,animation_clip,1,h_nyotengu_01_show
H_nyotengu_01_specialidle,380583,False,animation_clip,1,h_nyotengu_01_specialidle
H_phase4_01_attack,188748,False,animation_clip,1,h_phase4_01_attack
H_phase4_01_idle,103786,False,animation_clip,1,h_phase4_01_idle
H_phase4_01_idle2,100410,False,animation_clip,1,h_phase4_01_idle2
H_phase4_01_minskill,186342,False,animation_clip,1,h_phase4_01_minskill
H_phase4_01_specialidle,166091,False,animation_clip,1,h_phase4_01_specialidle
H_phase4_01_victory,166091,False,animation_clip,1,h_phase4_01_victory
H_phase4_dlc_01_attack,222797,False,animation_clip,1,h_phase4_dlc_01_attack
H_phase4_dlc_01_backward,140957,False,animation_clip,1,h_phase4_dlc_01_backward
H_phase4_dlc_01_defend,144357,False,animation_clip,1,h_phase4_dlc_01_defend
H_phase4_dlc_01_die,229509,False,animation_clip,1,h_phase4_dlc_01_die
H_phase4_dlc_01_exit,153505,False,animation_clip,1,h_phase4_dlc_01_exit
H_phase4_dlc_01_forward,140957,False,animation_clip,1,h_phase4_dlc_01_forward
H_phase4_dlc_01_hold,188298,False,animation_clip,1,h_phase4_dlc_01_hold
H_phase4_dlc_01_holdhand,119019,False,animation_clip,1,h_phase4_dlc_01_holdhand
H_phase4_dlc_01_idle,130355,False,animation_clip,1,h_phase4_dlc_01_idle
H_phase4_dlc_01_idle2,138119,False,animation_clip,1,h_phase4_dlc_01_idle2
H_phase4_dlc_01_incline,129631,False,animation_clip,1,h_phase4_dlc_01_incline
H_phase4_dlc_01_injure,140957,False,animation_clip,1,h_phase4_dlc_01_injure
H_phase4_dlc_01_jump,176621,False,animation_clip,1,h_phase4_dlc_01_jump
H_phase4_dlc_01_lose,229129,False,animation_clip,1,h_phase4_dlc_01_lose
H_phase4_dlc_01_minskill,228979,False,animation_clip,1,h_phase4_dlc_01_minskill
H_phase4_dlc_01_open,153505,False,animation_clip,1,h_phase4_dlc_01_open
H_phase4_dlc_01_parallel,121077,False,animation_clip,1,h_phase4_dlc_01_parallel
H_phase4_dlc_01_pose,161941,False,animation_clip,1,h_phase4_dlc_01_pose
H_phase4_dlc_01_rotate,173561,False,animation_clip,1,h_phase4_dlc_01_rotate
H_phase4_dlc_01_run,153561,False,animation_clip,1,h_phase4_dlc_01_run
H_phase4_dlc_01_sattack,188074,False,animation_clip,1,h_phase4_dlc_01_sattack
H_phase4_dlc_01_standby,137947,False,animation_clip,1,h_phase4_dlc_01_standby
H_phase4_dlc_01_tilt,176621,False,animation_clip,1,h_phase4_dlc_01_tilt
H_phase4_dlc_01_tilthit,106729,False,animation_clip,1,h_phase4_dlc_01_tilthit
H_phase4_dlc_01_unqueskills,332621,False,animation_clip,1,h_phase4_dlc_01_unqueskills
H_phase4_dlc_01_victory,202185,False,animation_clip,1,h_phase4_dlc_01_victory
H_phase4_dlc_01_week,121763,False,animation_clip,1,h_phase4_dlc_01_week
H_rachel_01_attack,199506,False,animation_clip,1,h_rachel_01_attack
H_rachel_01_backward,135750,False,animation_clip,1,h_rachel_01_backward
H_rachel_01_defend,134198,False,animation_clip,1,h_rachel_01_defend
H_rachel_01_die,221586,False,animation_clip,1,h_rachel_01_die
H_rachel_01_exit,143216,False,animation_clip,1,h_rachel_01_exit
H_rachel_01_forward,130630,False,animation_clip,1,h_rachel_01_forward
H_rachel_01_hold,162612,False,animation_clip,1,h_rachel_01_hold
H_rachel_01_holdhand,82251,False,animation_clip,1,h_rachel_01_holdhand
H_rachel_01_idle,123710,False,animation_clip,1,h_rachel_01_idle
H_rachel_01_idle2,131618,False,animation_clip,1,h_rachel_01_idle2
H_rachel_01_incline,133654,False,animation_clip,1,h_rachel_01_incline
H_rachel_01_injure,147270,False,animation_clip,1,h_rachel_01_injure
H_rachel_01_jump,138336,False,animation_clip,1,h_rachel_01_jump
H_rachel_01_lose,221206,False,animation_clip,1,h_rachel_01_lose
H_rachel_01_minskill,199186,False,animation_clip,1,h_rachel_01_minskill
H_rachel_01_open,143216,False,animation_clip,1,h_rachel_01_open
H_rachel_01_parallel,115046,False,animation_clip,1,h_rachel_01_parallel
H_rachel_01_pose,139782,False,animation_clip,1,h_rachel_01_pose
H_rachel_01_restore,152786,False,animation_clip,1,h_rachel_01_restore
H_rachel_01_rotate,158810,False,animation_clip,1,h_rachel_01_rotate
H_rachel_01_run,143216,False,animation_clip,1,h_rachel_01_run
H_rachel_01_sattack,156652,False,animation_clip,1,h_rachel_01_sattack
H_rachel_01_show,210354,False,animation_clip,1,h_rachel_01_show
H_rachel_01_specialidle,270498,False,animation_clip,1,h_rachel_01_specialidle
H_rachel_01_standby,143840,False,animation_clip,1,h_rachel_01_standby
H_rachel_01_tilt,165110,False,animation_clip,1,h_rachel_01_tilt
H_rachel_01_tilthit,105726,False,animation_clip,1,h_rachel_01_tilthit
H_rachel_01_uniqueskills,291702,False,animation_clip,1,h_rachel_01_uniqueskills
H_rachel_01_victory,210354,False,animation_clip,1,h_rachel_01_victory
H_rachel_01_weak,118128,False,animation_clip,1,h_rachel_01_weak
H_raidou_01_idle,103007,False,animation_clip,1,h_raidou_01_idle
H_raidou_01_idle2,81249,False,animation_clip,1,h_raidou_01_idle2
H_raidou_01_show,152719,False,animation_clip,1,h_raidou_01_show
H_raidou_01_specialidle,172269,False,animation_clip,1,h_raidou_01_specialidle
H_raidou_dlc_01_attack,373683,False,animation_clip,1,h_raidou_dlc_01_attack
H_raidou_dlc_01_defend,196113,False,animation_clip,1,h_raidou_dlc_01_defend
H_raidou_dlc_01_die,267481,False,animation_clip,1,h_raidou_dlc_01_die
H_raidou_dlc_01_exit,190553,False,animation_clip,1,h_raidou_dlc_01_exit
H_raidou_dlc_01_hold,352371,False,animation_clip,1,h_raidou_dlc_01_hold
H_raidou_dlc_01_holdhand,160321,False,animation_clip,1,h_raidou_dlc_01_holdhand
H_raidou_dlc_01_idle,181489,False,animation_clip,1,h_raidou_dlc_01_idle
H_raidou_dlc_01_idle2,181489,False,animation_clip,1,h_raidou_dlc_01_idle2
H_raidou_dlc_01_incline,113547,False,animation_clip,1,h_raidou_dlc_01_incline
H_raidou_dlc_01_injure,206185,False,animation_clip,1,h_raidou_dlc_01_injure
H_raidou_dlc_01_jump,165116,False,animation_clip,1,h_raidou_dlc_01_jump
H_raidou_dlc_01_lose,267101,False,animation_clip,1,h_raidou_dlc_01_lose
H_raidou_dlc_01_minskill,404307,False,animation_clip,1,h_raidou_dlc_01_minskill
H_raidou_dlc_01_open,190553,False,animation_clip,1,h_raidou_dlc_01_open
H_raidou_dlc_01_parallel,162825,False,animation_clip,1,h_raidou_dlc_01_parallel
H_raidou_dlc_01_pose,243917,False,animation_clip,1,h_raidou_dlc_01_pose
H_raidou_dlc_01_restore,234501,False,animation_clip,1,h_raidou_dlc_01_restore
H_raidou_dlc_01_rotate,232577,False,animation_clip,1,h_raidou_dlc_01_rotate
H_raidou_dlc_01_run,190553,False,animation_clip,1,h_raidou_dlc_01_run
H_raidou_dlc_01_sattack,317079,False,animation_clip,1,h_raidou_dlc_01_sattack
H_raidou_dlc_01_show,548227,False,animation_clip,1,h_raidou_dlc_01_show
H_raidou_dlc_01_specialidle,292570,False,animation_clip,1,h_raidou_dlc_01_specialidle
H_raidou_dlc_01_standby,209295,False,animation_clip,1,h_raidou_dlc_01_standby
H_raidou_dlc_01_tilt,165116,False,animation_clip,1,h_raidou_dlc_01_tilt
H_raidou_dlc_01_tilthit,88111,False,animation_clip,1,h_raidou_dlc_01_tilthit
H_raidou_dlc_01_uniqueskills,548227,False,animation_clip,1,h_raidou_dlc_01_uniqueskills
H_raidou_dlc_01_victory,292570,False,animation_clip,1,h_raidou_dlc_01_victory
H_raidou_dlc_01_weak,158547,False,animation_clip,1,h_raidou_dlc_01_weak
H_zackgold_01_attack,5200,False,animation_clip,1,h_zackgold_01_attack
H_zackgold_01_defend,5200,False,animation_clip,1,h_zackgold_01_defend
H_zackgold_01_die,5200,False,animation_clip,1,h_zackgold_01_die
H_zackgold_01_exit,5200,False,animation_clip,1,h_zackgold_01_exit
H_zackgold_01_hold,5200,False,animation_clip,1,h_zackgold_01_hold
H_zackgold_01_idle,5200,False,animation_clip,1,h_zackgold_01_idle
H_zackgold_01_idle2,5200,False,animation_clip,1,h_zackgold_01_idle2
H_zackgold_01_incline,5200,False,animation_clip,1,h_zackgold_01_incline
H_zackgold_01_injure,5200,False,animation_clip,1,h_zackgold_01_injure
H_zackgold_01_jump,5200,False,animation_clip,1,h_zackgold_01_jump
H_zackgold_01_lose,5200,False,animation_clip,1,h_zackgold_01_lose
H_zackgold_01_minskill,5200,False,animation_clip,1,h_zackgold_01_minskill
H_zackgold_01_open,5200,False,animation_clip,1,h_zackgold_01_open
H_zackgold_01_parallel,5200,False,animation_clip,1,h_zackgold_01_parallel
H_zackgold_01_pose,5200,False,animation_clip,1,h_zackgold_01_pose
H_zackgold_01_restore,5200,False,animation_clip,1,h_zackgold_01_restore
H_zackgold_01_rotate,5200,False,animation_clip,1,h_zackgold_01_rotate
H_zackgold_01_run,5200,False,animation_clip,1,h_zackgold_01_run
H_zackgold_01_standby,5200,False,animation_clip,1,h_zackgold_01_standby
H_zackgold_01_tilt,5200,False,animation_clip,1,h_zackgold_01_tilt
H_zackgold_01_tilthit,5200,False,animation_clip,1,h_zackgold_01_tilthit
H_zackgold_01_uniqueskills,5200,False,animation_clip,1,h_zackgold_01_uniqueskills
H_zackgold_01_victory,5200,False,animation_clip,1,h_zackgold_01_victory
H_zackgold_01_weak,5200,False,animation_clip,1,h_zackgold_01_weak
H_zackreporter_01_attack,175562,False,animation_clip,1,h_zackreporter_01_attack
H_zackreporter_01_backward,80383,False,animation_clip,1,h_zackreporter_01_backward
H_zackreporter_01_byebye,620556,False,animation_clip,1,h_zackreporter_01_byebye
H_zackreporter_01_countdown,477486,False,animation_clip,1,h_zackreporter_01_countdown
H_zackreporter_01_defend,91988,False,animation_clip,1,h_zackreporter_01_defend
H_zackreporter_01_die,142500,False,animation_clip,1,h_zackreporter_01_die
H_zackreporter_01_exit,106306,False,animation_clip,1,h_zackreporter_01_exit
H_zackreporter_01_forward,84279,False,animation_clip,1,h_zackreporter_01_forward
H_zackreporter_01_hold,132402,False,animation_clip,1,h_zackreporter_01_hold
H_zackreporter_01_holdhand,82909,False,animation_clip,1,h_zackreporter_01_holdhand
H_zackreporter_01_idle,164664,False,animation_clip,1,h_zackreporter_01_idle
H_zackreporter_01_idle2,99230,False,animation_clip,1,h_zackreporter_01_idle2
H_zackreporter_01_incline,82258,False,animation_clip,1,h_zackreporter_01_incline
H_zackreporter_01_injure,98704,False,animation_clip,1,h_zackreporter_01_injure
H_zackreporter_01_jump,98639,False,animation_clip,1,h_zackreporter_01_jump
H_zackreporter_01_lose,142120,False,animation_clip,1,h_zackreporter_01_lose
H_zackreporter_01_minskill,184092,False,animation_clip,1,h_zackreporter_01_minskill
H_zackreporter_01_open,106306,False,animation_clip,1,h_zackreporter_01_open
H_zackreporter_01_parallel,76062,False,animation_clip,1,h_zackreporter_01_parallel
H_zackreporter_01_pose,142344,False,animation_clip,1,h_zackreporter_01_pose
H_zackreporter_01_restore,116875,False,animation_clip,1,h_zackreporter_01_restore
H_zackreporter_01_rotate,114930,False,animation_clip,1,h_zackreporter_01_rotate
H_zackreporter_01_run,106306,False,animation_clip,1,h_zackreporter_01_run
H_zackreporter_01_sattack,131792,False,animation_clip,1,h_zackreporter_01_sattack
H_zackreporter_01_specialidle,565694,False,animation_clip,1,h_zackreporter_01_specialidle
H_zackreporter_01_tilt,115494,False,animation_clip,1,h_zackreporter_01_tilt
H_zackreporter_01_tilthit,66329,False,animation_clip,1,h_zackreporter_01_tilthit
H_zackreporter_01_uniqueskills,311550,False,animation_clip,1,h_zackreporter_01_uniqueskills
H_zackreporter_01_weak,83533,False,animation_clip,1,h_zackreporter_01_weak
I_robot_01_injure,57303,False,animation_clip,1,i_robot_01_injure
I_robot_01_standby,53841,False,animation_clip,1,i_robot_01_standby
Image_artistictext_ko,7160,False,animation_clip,2,uicombatprefab,uidwacombatprefab
Image_artistictext_timeover,5528,False,animation_clip,2,uicombatprefab,uidwacombatprefab
Image_blx,7624,False,animation_clip,2,eff_fortunecat,uioafortunecatview
Image_broadcast,5570,False,animation_clip,1,uiguildbattleprefab
Image_jindan1,8012,False,animation_clip,1,uioagoldenegg
Image_jindan2,8012,False,animation_clip,1,uioagoldenegg
Image_jindan3,8012,False,animation_clip,1,uioagoldenegg
Image_kpi,10796,False,animation_clip,2,eff_fortunecat,uioafortunecatview
Image_level_select,7188,False,animation_clip,12,uilevelemprefab2,uilevelemprefab3,uilevelemprefab4,uileveljyprefab3,uileveljyprefab4,uileveljyprefab5,uilevelprefab10,uilevelprefab10_2,uilevelprefab3,uilevelprefab5,uilevelprefab8,uilevelprefab8_2
Image_ornament_3_1,7300,False,animation_clip,1,uiequipmentdevelopmentprefab
Image_ornament_3_2,7300,False,animation_clip,1,uiequipmentdevelopmentprefab
Kasumi_Pve_Novice_Dialogue_in,5836,False,animation_clip,1,kasumi_pve_novice_dialogue_in
Kasumi_Pve_Novice_Dialogue_out,5897,False,animation_clip,1,kasumi_pve_novice_dialogue_out
Kasumi_Pve_Novice_testbox_in,5648,False,animation_clip,1,kasumi_pve_novice_testbox_in
Kasumi_Pve_Novice_testbox_out,5648,False,animation_clip,1,kasumi_pve_novice_testbox_out
Kasumi_Pve_happynod,6900,False,animation_clip,1,kasumi_pve_happynod
LED,8224,False,animation_clip,2,eff_main_map,led
Leifang_dlc_01_pose,6338,False,animation_clip,1,leifang_dlc_01_pose
Leifang_dlc_01_uniqueskills,6360,False,animation_clip,1,leifang_dlc_01_uniqueskills
Leifang_dlc_01_victory,6530,False,animation_clip,1,leifang_dlc_01_victory
M_fatgang_01_attack,109208,False,animation_clip,1,m_fatgang_01_attack
M_fatgang_01_backward,78625,False,animation_clip,1,m_fatgang_01_backward
M_fatgang_01_defend,73700,False,animation_clip,1,m_fatgang_01_defend
M_fatgang_01_die,155691,False,animation_clip,1,m_fatgang_01_die
M_fatgang_01_exit,86441,False,animation_clip,1,m_fatgang_01_exit
M_fatgang_01_forward,79269,False,animation_clip,1,m_fatgang_01_forward
M_fatgang_01_hold,109208,False,animation_clip,1,m_fatgang_01_hold
M_fatgang_01_incline,67691,False,animation_clip,1,m_fatgang_01_incline
M_fatgang_01_injure,74060,False,animation_clip,1,m_fatgang_01_injure
M_fatgang_01_jump,94230,False,animation_clip,1,m_fatgang_01_jump
M_fatgang_01_open,86441,False,animation_clip,1,m_fatgang_01_open
M_fatgang_01_parallel,56235,False,animation_clip,1,m_fatgang_01_parallel
M_fatgang_01_restore,96061,False,animation_clip,1,m_fatgang_01_restore
M_fatgang_01_rotate,93273,False,animation_clip,1,m_fatgang_01_rotate
M_fatgang_01_run,86441,False,animation_clip,1,m_fatgang_01_run
M_fatgang_01_standby,74520,False,animation_clip,1,m_fatgang_01_standby
M_fatgang_01_tilt,100111,False,animation_clip,1,m_fatgang_01_tilt
M_fatgang_01_tilthit,47023,False,animation_clip,1,m_fatgang_01_tilthit
M_fatgang_01_victory,75224,False,animation_clip,1,m_fatgang_01_victory
M_fatgang_01_weak,80492,False,animation_clip,1,m_fatgang_01_weak
M_fatgang_02_attack,114924,False,animation_clip,1,m_fatgang_02_attack
M_fatgang_02_backward,86141,False,animation_clip,1,m_fatgang_02_backward
M_fatgang_02_defend,75016,False,animation_clip,1,m_fatgang_02_defend
