资源名称,宽度 Width,高度 Height,格式 Format,MipMap功能,Read/Write,内存占用,冗余数量,相应的AB文件
picture_level8_hc1_1_1,512,512,ETC_RGB4,False,False,131072,1,picture_level8_hc1_1_1
picture_level8_hc2,512,512,ETC_RGB4,False,False,131072,1,picture_level8_hc2
picture_level8_hc2_2,512,512,ETC_RGB4,False,False,131072,1,picture_level8_hc2_2
picture_level8_hc2_2_2,512,512,ETC_RGB4,False,False,131072,1,picture_level8_hc2_2_2
picture_level8_hc3,512,512,ETC_RGB4,False,False,131072,1,picture_level8_hc3
picture_level8_hc3_3,512,512,ETC_RGB4,False,False,131072,1,picture_level8_hc3_3
picture_level8_hc3_3_3,512,512,ETC_RGB4,False,False,131072,1,picture_level8_hc3_3_3
picture_level9_bg,320,180,RGB24,False,False,172800,1,picture_level9_bg
picture_level9_bg_2,320,180,RGB24,False,False,172800,1,picture_level9_bg_2
picture_level9_bg_3,320,180,RGB24,False,False,172800,1,picture_level9_bg_3
picture_level9_gb1,512,512,ETC_RGB4,False,False,131072,1,picture_level9_gb1
picture_level9_gb1_1,512,512,ETC_RGB4,False,False,131072,1,picture_level9_gb1_1
picture_level9_gb1_1_1,512,512,ETC_RGB4,False,False,131072,1,picture_level9_gb1_1_1
picture_level9_gb2,512,512,ETC_RGB4,False,False,131072,1,picture_level9_gb2
picture_level9_gb2_2,512,512,ETC_RGB4,False,False,131072,1,picture_level9_gb2_2
picture_level9_gb2_2_2,512,512,ETC_RGB4,False,False,131072,1,picture_level9_gb2_2_2
picture_level9_gb3,512,512,ETC_RGB4,False,False,131072,1,picture_level9_gb3
picture_level9_gb3_3,512,512,ETC_RGB4,False,False,131072,1,picture_level9_gb3_3
picture_level9_gb3_3_3,512,512,ETC_RGB4,False,False,131072,1,picture_level9_gb3_3_3
picture_level_2110001,512,128,ETC_RGB4,False,False,32768,1,picture_level_2110001
picture_level_2110002,512,128,ETC_RGB4,False,False,32768,1,picture_level_2110002
picture_level_2110003,512,128,ETC_RGB4,False,False,32768,1,picture_level_2110003
picture_level_2110004,512,128,ETC_RGB4,False,False,32768,1,picture_level_2110004
picture_level_2110005,512,128,ETC_RGB4,False,False,32768,1,picture_level_2110005
picture_level_2110006,512,128,ETC_RGB4,False,False,32768,1,picture_level_2110006
picture_level_2110007,512,128,ETC_RGB4,False,False,32768,1,picture_level_2110007
picture_level_2110008,512,128,ETC_RGB4,False,False,32768,1,picture_level_2110008
picture_level_2110009,512,128,ETC_RGB4,False,False,32768,1,picture_level_2110009
picture_level_2110010,512,128,ETC_RGB4,False,False,32768,1,picture_level_2110010
picture_level_2110011,512,128,ETC_RGB4,False,False,32768,1,picture_level_2110011
picture_level_2110012,512,128,ETC_RGB4,False,False,32768,1,picture_level_2110012
picture_level_2210101,512,128,ETC_RGB4,False,False,32768,1,picture_level_2210101
playerexp_4060001,84,84,ETC2_RGBA8,False,False,7056,1,playerexp_4060001
pool_frame_clht,1154,652,ARGB32,False,False,3009632,1,pool_frame_clht
pp_zhezhao,256,256,ETC2_RGBA8,False,False,65536,10,eff_ui_uiarena_jiangbei_open_01,eff_ui_uiarena_jiangbei_open_02,eff_ui_uiarena_jiangbei_open_03,eff_ui_uiarena_jiangbei_open_04,eff_ui_uiarena_jiangbei_open_05,eff_ui_uiarena_jiangbei_open_06,eff_ui_uiarena_jiangbei_open_07,eff_ui_uiarena_jiangbei_open_08,eff_ui_uiarena_jiangbei_open_09,eff_ui_uiarena_jiangbei_open_10
re_xue_ying_hao,332,112,ETC2_RGBA8,False,False,37184,1,re_xue_ying_hao
recharge_frame,364,388,RGBA32,False,False,564928,1,recharge_frame
recharge_hero,552,608,RGBA32,False,False,1342464,1,recharge_hero
recharge_ornament1,57,31,RGBA32,False,False,7068,1,uitexture_activity
recharge_ornament2,56,50,RGBA32,False,False,11200,1,uitexture_activity
recharge_ornament3,72,59,RGBA32,False,False,16992,1,uitexture_activity
recharge_title,472,140,RGBA32,False,False,264320,1,recharge_title
rou_dan_zhan_che,332,112,ETC2_RGBA8,False,False,37184,1,rou_dan_zhan_che
round_num_0,220,30,RGBA32,False,False,26400,1,font
s_fadai,49,145,ARGB32,False,False,28420,1,s_fadai
s_htoufa,101,165,ARGB32,False,False,66660,1,s_htoufa
s_lelian,75,111,ARGB32,False,False,33300,1,s_lelian
s_lelian2,75,111,ARGB32,False,False,33300,1,s_lelian2
s_leyan,62,13,ARGB32,False,False,3224,1,s_leyan
s_liuhai1,17,59,ARGB32,False,False,4012,1,s_liuhai1
s_liuhai2,34,94,ARGB32,False,False,12784,1,s_liuhai2
s_liuhai3,38,91,ARGB32,False,False,13832,1,s_liuhai3
s_shengqilian,75,111,ARGB32,False,False,33300,1,s_shengqilian
s_shengqilian2,75,111,ARGB32,False,False,33300,1,s_shengqilian2
s_shengqilian3,75,111,ARGB32,False,False,33300,1,s_shengqilian3
s_shenti,188,205,ARGB32,False,False,154160,1,s_shenti
s_xiaolian,75,111,ARGB32,False,False,33300,1,s_xiaolian
sad_1,279,314,ARGB32,False,False,350424,1,sad_1
sad_10,279,314,ARGB32,False,False,350424,1,sad_10
sad_2,279,314,ARGB32,False,False,350424,1,sad_2
sad_3,279,314,ARGB32,False,False,350424,1,sad_3
sad_4,279,314,ARGB32,False,False,350424,1,sad_4
sad_5,279,314,ARGB32,False,False,350424,1,sad_5
sad_6,279,314,ARGB32,False,False,350424,1,sad_6
sad_7,279,314,ARGB32,False,False,350424,1,sad_7
sad_8,279,314,ARGB32,False,False,350424,1,sad_8
scene_bg1,172,88,RGB24,False,False,45408,1,scene_bg1
scene_bg2,172,88,RGB24,False,False,45408,1,scene_bg2
scene_bg4,172,88,RGB24,False,False,45408,1,uitexture_info
scene_bg5,172,88,RGB24,False,False,45408,1,uitexture_info
scene_bg_lock,172,88,RGB24,False,False,45408,1,scene_bg_lock
sente_frame1,340,236,ETC2_RGBA8,False,False,80240,1,sente_frame1
sente_frame2,384,276,ETC2_RGBA8,False,False,105984,1,sente_frame2
sente_frame3,1276,92,ETC2_RGBA8,False,False,117392,1,sente_frame3
sente_information_bg,380,480,ETC2_RGBA8,False,False,182400,1,sente_information_bg
sente_name1,240,84,ETC2_RGBA8,False,False,20160,1,sente_name1
sente_title1,336,88,ETC2_RGBA8,False,False,29568,1,sente_title1
seven_hero,276,160,ETC2_RGBA8,False,False,44160,1,seven_hero
seven_hero2,272,152,ETC2_RGBA8,False,False,41344,1,seven_hero2
shade3,368,192,ETC2_RGBA8,False,False,70656,1,shade3
share_pic_1001001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1001001
share_pic_1001002,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1001002
share_pic_1002001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1002001
share_pic_1002002,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1002002
share_pic_1003001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1003001
share_pic_10037000,1024,512,ETC_RGB4,False,False,262144,1,share_pic_10037000
share_pic_1004001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1004001
share_pic_1004002,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1004002
share_pic_1005001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1005001
share_pic_1005002,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1005002
share_pic_1006001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1006001
share_pic_1007001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1007001
share_pic_1008001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1008001
share_pic_1008002,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1008002
share_pic_1009001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1009001
share_pic_1009002,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1009002
share_pic_1010001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1010001
share_pic_1010002,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1010002
share_pic_1011001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1011001
share_pic_1011002,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1011002
share_pic_1012001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1012001
share_pic_1013001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1013001
share_pic_1013002,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1013002
share_pic_1014001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1014001
share_pic_1015001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1015001
share_pic_1016001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1016001
share_pic_1016002,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1016002
share_pic_1017001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1017001
share_pic_1018001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1018001
share_pic_1019001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1019001
share_pic_1019002,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1019002
share_pic_1020001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1020001
share_pic_1020002,1024,509,RGB24,False,False,1563648,1,share_pic_1020002
share_pic_1021001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1021001
share_pic_1022001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1022001
share_pic_1022002,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1022002
share_pic_1023001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1023001
share_pic_1023002,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1023002
share_pic_1024000,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1024000
share_pic_1024001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1024001
share_pic_1025001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1025001
share_pic_1026001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1026001
share_pic_1027001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1027001
share_pic_1027002,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1027002
share_pic_1028001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1028001
share_pic_1028002,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1028002
share_pic_1029001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1029001
share_pic_1030001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1030001
share_pic_1031001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1031001
share_pic_1035001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1035001
share_pic_1035002,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1035002
share_pic_1036001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1036001
share_pic_1037001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1037001
share_pic_1041001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_1041001
share_pic_n_1008001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_n_1008001
share_pic_n_1031000,1024,512,ETC_RGB4,False,False,262144,1,share_pic_n_1031000
share_pic_r_1011001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_r_1011001
share_pic_r_1012001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_r_1012001
share_pic_r_1014001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_r_1014001
share_pic_r_1018001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_r_1018001
share_pic_r_1021001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_r_1021001
share_pic_r_1025001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_r_1025001
share_pic_r_1030001,1024,512,ETC_RGB4,False,False,262144,1,share_pic_r_1030001
shitou,338,297,ARGB32,False,False,401544,1,uitexture_boss
shop_zak_1,496,664,ETC2_RGBA8,False,False,329344,1,shop_zak_1
shop_zak_2,220,228,ETC2_RGBA8,False,False,50160,1,shop_zak_2
shoptip_zak,376,352,ETC2_RGBA8,False,False,132352,1,shoptip_zak
sign_bldw,600,700,ETC2_RGBA8,False,False,420000,1,sign_bldw
sign_mlls,584,680,ETC2_RGBA8,False,False,397120,1,sign_mlls
sign_t,556,676,ETC2_RGBA8,False,False,375856,1,sign_t
sign_title,366,63,ARGB32,False,False,92232,1,sign_title
sign_title_seven,888,152,ETC2_RGBA8,False,False,134976,1,sign_title_seven
silver_chest,74,68,ARGB32,False,False,20128,1,silver_chest
silver_chest_touch,74,68,ARGB32,False,False,20128,1,silver_chest_touch
silver_medal,70,70,ARGB32,False,False,19600,1,silver_medal
skill_1311101,128,128,ETC2_RGBA8,False,False,16384,1,skill_1311101
skill_1311102,128,128,ETC2_RGBA8,False,False,16384,1,skill_1311102
skill_1311104,128,128,ETC2_RGBA8,False,False,16384,1,skill_1311104
skill_1311119,128,128,ETC2_RGBA8,False,False,16384,1,skill_1311119
skill_1311127,128,128,ETC2_RGBA8,False,False,16384,1,skill_1311127
skill_1311135,128,128,ETC2_RGBA8,False,False,16384,1,skill_1311135
skill_1314101,128,128,ETC2_RGBA8,False,False,16384,1,skill_1314101
skill_1314102,128,128,ETC2_RGBA8,False,False,16384,1,skill_1314102
skill_1314104,128,128,ETC2_RGBA8,False,False,16384,1,skill_1314104
skill_1314119,128,128,ETC2_RGBA8,False,False,16384,1,skill_1314119
skill_1314127,128,128,ETC2_RGBA8,False,False,16384,1,skill_1314127
skill_1314135,128,128,ETC2_RGBA8,False,False,16384,1,skill_1314135
skill_1315101,128,128,ETC2_RGBA8,False,False,16384,1,skill_1315101
skill_1315102,128,128,ETC2_RGBA8,False,False,16384,1,skill_1315102
skill_1315104,128,128,ETC2_RGBA8,False,False,16384,1,skill_1315104
skill_1315119,128,128,ETC2_RGBA8,False,False,16384,1,skill_1315119
skill_1315127,128,128,ETC2_RGBA8,False,False,16384,1,skill_1315127
skill_1315135,128,128,ETC2_RGBA8,False,False,16384,1,skill_1315135
skill_1318101,128,128,ETC2_RGBA8,False,False,16384,1,skill_1318101
skill_1318102,128,128,ETC2_RGBA8,False,False,16384,1,skill_1318102
skill_1318104,128,128,ETC2_RGBA8,False,False,16384,1,skill_1318104
skill_1318119,128,128,ETC2_RGBA8,False,False,16384,1,skill_1318119
skill_1318127,128,128,ETC2_RGBA8,False,False,16384,1,skill_1318127
skill_1318135,128,128,ETC2_RGBA8,False,False,16384,1,skill_1318135
skill_1318201,128,128,ETC2_RGBA8,False,False,16384,1,skill_1318201
skill_1318202,128,128,ETC2_RGBA8,False,False,16384,1,skill_1318202
skill_1318235,128,128,ETC2_RGBA8,False,False,16384,1,skill_1318235
skill_Bass_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_bass_minskill
skill_Bass_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_bass_pose
skill_Bass_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_bass_pose_gray
skill_Bass_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_bass_uniqueskills
skill_Christie_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_christie_minskill
skill_Christie_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_christie_pose
skill_Christie_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_christie_pose_gray
skill_Christie_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_christie_uniqueskills
skill_Ein_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_ein_minskill
skill_Ein_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_ein_pose
skill_Ein_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_ein_pose_gray
skill_Ein_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_ein_uniqueskills
skill_Genfu_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_genfu_minskill
skill_Genfu_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_genfu_pose
skill_Genfu_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_genfu_pose_gray
skill_Genfu_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_genfu_uniqueskills
skill_HelenadouglasB_minskill,128,128,RGBA32,False,False,65536,1,skill_helenadouglasb_minskill
skill_HelenadouglasB_pose,128,128,RGBA32,False,False,65536,1,skill_helenadouglasb_pose
skill_HelenadouglasB_pose_gray,128,128,RGBA32,False,False,65536,1,skill_helenadouglasb_pose_gray
skill_HelenadouglasB_uniqueskills,128,128,RGBA32,False,False,65536,1,skill_helenadouglasb_uniqueskills
skill_Hitomi_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_hitomi_minskill
skill_Hitomi_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_hitomi_pose
skill_Hitomi_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_hitomi_pose_gray
skill_Hitomi_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_hitomi_uniqueskills
skill_Kasumialpha_minskill,128,128,RGBA32,False,False,65536,1,skill_kasumialpha_minskill
skill_Kasumialpha_pose,128,128,RGBA32,False,False,65536,1,skill_kasumialpha_pose
skill_Kasumialpha_pose_gray,128,128,RGBA32,False,False,65536,1,skill_kasumialpha_pose_gray
skill_Kasumialpha_uniqueskills,128,128,RGBA32,False,False,65536,1,skill_kasumialpha_uniqueskills
skill_Leifang_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_leifang_minskill
skill_Leifang_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_leifang_pose
skill_Leifang_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_leifang_pose_gray
skill_Leifang_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_leifang_uniqueskills
skill_Zack_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_zack_minskill
skill_Zack_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_zack_pose
skill_Zack_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_zack_pose_gray
skill_Zack_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_zack_uniqueskills
skill_agile,128,128,ETC2_RGBA8,False,False,16384,1,skill_agile
skill_alpha152_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_alpha152_minskill
skill_alpha152_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_alpha152_pose
skill_alpha152_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_alpha152_pose_gray
skill_alpha152_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_alpha152_uniqueskills
skill_attack_01,84,84,ETC2_RGBA8,False,False,7056,1,skill_attack_01
skill_attack_01,128,128,ETC2_RGBA8,False,False,16384,1,skill_attack_01
skill_attack_02,84,84,ETC2_RGBA8,False,False,7056,1,skill_attack_02
skill_ayane_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_ayane_minskill
skill_ayane_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_ayane_pose
skill_ayane_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_ayane_pose_gray
skill_ayane_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_ayane_uniqueskills
skill_bayman_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_bayman_minskill
skill_bayman_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_bayman_pose
skill_bayman_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_bayman_pose_gray
skill_bayman_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_bayman_uniqueskills
skill_block_01,84,84,ETC2_RGBA8,False,False,7056,1,skill_block_01
skill_block_01,128,128,ETC2_RGBA8,False,False,16384,1,skill_block_01
skill_block_02,84,84,ETC2_RGBA8,False,False,7056,1,skill_block_02
skill_block_intensity_01,84,84,ETC2_RGBA8,False,False,7056,1,skill_block_intensity_01
skill_block_intensity_01,128,128,ETC2_RGBA8,False,False,16384,1,skill_block_intensity_01
skill_block_intensity_02,84,84,ETC2_RGBA8,False,False,7056,1,skill_block_intensity_02
skill_bradwong_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_bradwong_minskill
skill_bradwong_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_bradwong_pose
skill_bradwong_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_bradwong_pose_gray
skill_bradwong_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_bradwong_uniqueskills
skill_control_01,128,128,ETC2_RGBA8,False,False,16384,1,skill_control_01
skill_crit_01,128,128,ETC2_RGBA8,False,False,16384,1,skill_crit_01
skill_crit_01,84,84,ETC2_RGBA8,False,False,7056,1,skill_crit_01
skill_crit_02,84,84,ETC2_RGBA8,False,False,7056,1,skill_crit_02
skill_crit_intensity_01,128,128,ETC2_RGBA8,False,False,16384,1,skill_crit_intensity_01
skill_crit_intensity_01,84,84,ETC2_RGBA8,False,False,7056,1,skill_crit_intensity_01
skill_crit_intensity_02,84,84,ETC2_RGBA8,False,False,7056,1,skill_crit_intensity_02
skill_cure_rate_01,84,84,ETC2_RGBA8,False,False,7056,1,skill_cure_rate_01
skill_cure_rate_01,128,128,ETC2_RGBA8,False,False,16384,1,skill_cure_rate_01
skill_cure_rate_02,84,84,ETC2_RGBA8,False,False,7056,1,skill_cure_rate_02
skill_defense_01,84,84,ETC2_RGBA8,False,False,7056,1,skill_defense_01
skill_defense_01,128,128,ETC2_RGBA8,False,False,16384,1,skill_defense_01
skill_defense_02,84,84,ETC2_RGBA8,False,False,7056,1,skill_defense_02
skill_elliot_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_elliot_minskill
skill_elliot_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_elliot_pose
skill_elliot_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_elliot_pose_gray
skill_elliot_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_elliot_uniqueskills
skill_energy_efficiency_01,128,128,ETC2_RGBA8,False,False,16384,1,skill_energy_efficiency_01
skill_final_atk_01,84,84,ETC2_RGBA8,False,False,7056,1,skill_final_atk_01
skill_final_atk_01,128,128,ETC2_RGBA8,False,False,16384,1,skill_final_atk_01
skill_final_atk_02,84,84,ETC2_RGBA8,False,False,7056,1,skill_final_atk_02
skill_final_def_01,84,84,ETC2_RGBA8,False,False,7056,1,skill_final_def_01
skill_final_def_01,128,128,ETC2_RGBA8,False,False,16384,1,skill_final_def_01
skill_final_def_02,84,84,ETC2_RGBA8,False,False,7056,1,skill_final_def_02
skill_free_control_01,128,128,ETC2_RGBA8,False,False,16384,1,skill_free_control_01
skill_hayabusa_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_hayabusa_minskill
skill_hayabusa_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_hayabusa_pose
skill_hayabusa_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_hayabusa_pose_gray
skill_hayabusa_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_hayabusa_uniqueskills
skill_hayateB_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_hayateb_minskill
skill_hayateB_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_hayateb_pose
skill_hayateB_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_hayateb_pose_gray
skill_hayateB_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_hayateb_uniqueskills
skill_hayate_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_hayate_minskill
skill_hayate_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_hayate_pose
skill_hayate_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_hayate_pose_gray
skill_hayate_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_hayate_uniqueskills
skill_helenadouglas_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_helenadouglas_minskill
skill_helenadouglas_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_helenadouglas_pose
skill_helenadouglas_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_helenadouglas_pose_gray
skill_helenadouglas_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_helenadouglas_uniqueskills
skill_hold_rate_01,128,128,ETC2_RGBA8,False,False,16384,1,skill_hold_rate_01
skill_honoka_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_honoka_minskill
skill_honoka_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_honoka_pose
skill_honoka_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_honoka_pose_gray
skill_honoka_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_honoka_uniqueskills
skill_hp_01,84,84,ETC2_RGBA8,False,False,7056,1,skill_hp_01
skill_hp_01,128,128,ETC2_RGBA8,False,False,16384,1,skill_hp_01
skill_hp_02,84,84,ETC2_RGBA8,False,False,7056,1,skill_hp_02
skill_janLee_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_janlee_minskill
skill_janLee_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_janlee_pose
skill_janLee_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_janlee_pose_gray
skill_janLee_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_janlee_uniqueskills
skill_kasumi_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_kasumi_minskill
skill_kasumi_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_kasumi_pose
skill_kasumi_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_kasumi_pose_gray
skill_kasumi_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_kasumi_uniqueskills
skill_kasumib_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_kasumib_minskill
skill_kasumib_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_kasumib_pose
skill_kasumib_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_kasumib_pose_gray
skill_kasumib_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_kasumib_uniqueskills
skill_kokoro_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_kokoro_minskill
skill_kokoro_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_kokoro_pose
skill_kokoro_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_kokoro_pose_gray
skill_kokoro_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_kokoro_uniqueskills
skill_leon_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_leon_minskill
skill_leon_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_leon_pose
skill_leon_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_leon_pose_gray
skill_leon_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_leon_uniqueskills
skill_marierose_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_marierose_minskill
skill_marierose_pose,128,128,ETC2_RGBA8,False,False,16384,1,skill_marierose_pose
skill_marierose_pose_gray,128,128,ETC2_RGBA8,False,False,16384,1,skill_marierose_pose_gray
skill_marierose_uniqueskills,128,128,ETC2_RGBA8,False,False,16384,1,skill_marierose_uniqueskills
skill_mariposaB_minskill,128,128,RGBA32,False,False,65536,1,skill_mariposab_minskill
skill_mariposaB_pose,128,128,RGBA32,False,False,65536,1,skill_mariposab_pose
skill_mariposaB_pose_gray,128,128,RGBA32,False,False,65536,1,skill_mariposab_pose_gray
skill_mariposaB_uniqueskills,128,128,RGBA32,False,False,65536,1,skill_mariposab_uniqueskills
skill_mariposa_minskill,128,128,ETC2_RGBA8,False,False,16384,1,skill_mariposa_minskill
